target_id,Pm_1_f,Pm_2_f,Pm_3_m,Pm_4_f
XM_015816400.1,0,0,0,0
XM_015816401.1,0,0,8.70749,0.806252
XM_015816402.1,0,0,0,0
XM_015816403.2,1.18944,11.683,435.021,947.663
XM_015816404.1,0.0288948,0,0.0107846,0.0227372
XM_015816405.1,0,0,0,0
XM_015816406.1,0.214177,2.5741,104.15,0.420678
XM_015816407.1,0.120399,0,40.9271,128.312
XM_015816408.1,0,0.344931,0.391825,0
XM_015816409.1,0,0,0,0
XM_015816410.1,5310.51,74058.7,311.12,788.424
XM_015816411.1,0.0800011,3.64899,60.5054,0.0315639
XM_015816412.1,0.247042,4.20997,0.276744,0.0976942
XM_015816414.1,0.029511,0,0,0
XM_015816415.1,0,0,0,0
XM_015816416.1,0,0,0,0
XM_015816417.2,0,0,0,0
XM_015816418.1,0,0,0,0
XM_015816419.2,0,0,0,0
XM_015816420.2,0,0,0.0564355,0
XM_015816421.1,0,0,0.00846075,0.0178321
XM_015816422.1,0,0,29.0498,0.031106
XM_015816424.1,0,0.0686843,0,0
XM_015816426.1,0.0642378,0,0.0239762,0.0252787
XM_015816427.1,0,0,0,0
XM_015816430.1,0,0,0.0131055,0.0138195
XM_015816431.1,0,1.30674,0,0
XM_015816432.1,0,0,32.2147,0.0281762
XM_015816433.1,0,0,0,0
XM_015816434.1,0,0,1.29683,0.0224428
XM_015816435.1,0,0,1.38354,0.0156911
XM_015816436.1,0.0798236,0.728394,24.7623,0.188962
XM_015816437.1,0,3.09E-07,0,0.325147
XM_015816438.1,0,0.00762095,2.42E-05,0.00724651
XM_015816439.1,0,0.160591,0.00613517,3.46355
XM_015816440.1,0,0,0,0
XM_015816442.1,7197.93,52.0319,2056.25,1511.78
XM_015816443.1,0.177352,2.39243,86.22,0.175016
XM_015816444.1,0,0,0,0
XM_015816446.1,0,0,0,0
XM_015816448.2,0,0,0.514056,0
XM_015816449.1,0.058685,0.292192,0.0109518,0.808154
XM_015816450.1,0.0855848,0.853507,11.5742,0.0897934
XM_015816451.1,0,0,0,0
XM_015816452.1,0,0.838103,0,0
XM_015816453.1,0,0,0,0
XM_015816455.1,0,0,0,0
XM_015816456.1,0,0,0,0
XM_015816457.1,0.0671761,0.331921,32.1311,0.0264371
XM_015816458.1,0,0.968998,0.0377126,0.159195
XM_015816459.1,3.66612,2.63511,18.883,22.0091
XM_015816460.1,23.3324,4.43506,66.1196,11.434
XM_015816461.1,0.0237148,0.954317,0.00885113,14.4115
XM_015816462.1,0,0,0,0
XM_015816463.1,0,0,0,0
XM_015816464.1,0,0,0,0
XM_015816465.1,0,0,0.161623,0
XM_015816466.1,0,0,11.1953,0.0550358
XM_015816467.1,0,0,0,0
XM_015816468.1,0,0,0,0
XM_015816469.1,0,0,0,0
XM_015816470.1,0,0,0.01154,0
XM_015816471.1,0,0,0,0
XM_015816472.1,0,0,0,0
XM_015816473.1,0.0317505,0,0.0474024,0
XM_015816474.1,0,0,0,0
XM_015816475.1,0,0,0,0
XM_015816476.1,0,0,0,0
XM_015816478.1,0.0391262,0.198315,12.8141,0.0153863
XM_015816480.1,0,0,0,0
XM_015816481.2,0.0601316,0.299003,0.224435,0.0236602
XM_015816482.1,0,0,0,0
XM_015816483.1,0,0,0.043525,0
XM_015816484.2,2.3214,0,162.213,480.663
XM_015816485.1,34.7657,8.59443,0,0.33291
XM_015816488.1,0,0,0,0
XM_015816489.1,0.0617961,0,64.9801,0.0243571
XM_015816490.2,0.231759,0,75.1526,0.0609501
XM_015816491.1,0.113954,0,0.0283556,0
XM_015816492.1,0,0.295066,0.454126,3.57098
XM_015816493.1,680.199,2.12267,17.2139,19.5912
XM_015816494.1,176.333,6.413,244.84,691.177
XM_015816495.1,0,0,0,0
XM_015816497.1,0.150391,0.962221,1.01044,0
XM_015816498.1,0,0,0,0
XM_015816499.1,0.0387623,0.759059,0.0434041,142.2
XM_015816500.1,0,0,13.4889,0
XM_015816501.1,0,0,0,0
XM_015816502.1,142.654,0,25.3028,399.428
XM_015816504.1,0.0143596,0.146974,0.0107186,0.0112906
XM_015816505.1,0.022995,0.231642,22.5203,0.0271333
XM_015816506.1,0,0,0,0.0435306
XM_015816507.1,0,0,0,0.0121036
XM_015816508.2,10.8732,2.80291,133.642,314.293
XM_015816509.1,0.123169,0.579474,282.731,0.0970938
XM_015816510.1,0,0,41.4283,0
XM_015816511.2,0.195098,1.72985,23.4173,0.231151
XM_015816512.1,0.154934,1.26977,0,0.188849
XM_015816513.1,0.269789,0,57.8015,0
XM_015816514.1,4.48E-06,0,4.59E-05,1.47E-06
XM_015816515.1,0.0114487,0,0.0607796,0.00440295
XM_015816516.1,0.00160285,0,0.0100372,0.000592263
XM_015816517.1,0.169255,0.535591,30.0728,0.0666929
XM_015816518.1,0,0,0.0763741,0.0813754
XM_015816519.1,0,0,0,0
XM_015816520.1,0,0,0.0122061,0
XM_015816521.1,0,0,0,0
XM_015816522.2,0,0,3.92435,0
XM_015816523.2,0.0607879,0.205143,0.00756257,0.00796857
XM_015816524.1,0.581382,1.72002,7.52422,0.382644
XM_015816525.1,0,0,0,0
XM_015816527.1,0,0.531827,0,0
XM_015816528.2,0.202094,0.665593,39.4878,69.1816
XM_015816529.1,0.0633333,0.628031,61.7204,0.0623054
XM_015816532.1,0,0,0,0
XM_015816534.1,1864.6,41.2338,720.722,965.416
XM_015816536.1,0,1.79323,0,0
XM_015816537.1,3.66097,23.3379,1637.25,2324.99
XM_015816538.1,0,0.791636,0,0
XM_015816539.1,0,0,0,0
XM_015816540.1,0,1.10561,0.021812,0
XM_015816541.1,0,0,0,0
XM_015816542.1,0.0471891,0.230022,26.0929,0
XM_015816543.2,156.362,1.21825,15.662,0.0190712
XM_015816544.1,0,0,54.0193,0.0275179
XM_015816545.1,0,0,0,0
XM_015816546.1,0,0,1.11578,0
XM_015816547.1,0,1.17E-05,0,0
XM_015816548.2,0.0740722,1.36482,1.18E-06,0.0876459
XM_015816550.1,0,0,0,0
XM_015816551.1,0,0,0.0289744,0.00756147
XM_015816552.1,0,0.674491,33.6876,0
XM_015816554.1,0.243856,0,0,0.0192097
XM_015816555.2,0,0.216778,0.00800912,0
XM_015816556.1,0,0,0,0
XM_015816557.1,0.147729,0,68.552,0.0436117
XM_015816558.1,0,0,0,0
XM_015816559.1,0,0,0,0.0187014
XM_015816560.1,0,0,0,0
XM_015816561.1,0,0,0,0
XM_015816563.2,0,0,0,0
XM_015816564.1,0.0146728,0,3.90453,0
XM_015816565.1,0,0,0,0
XM_015816566.1,0.0410626,0,0.0153267,0
XM_015816567.1,0,0,0,0
XM_015816568.1,0,1.81515,0.163895,0
XM_015816569.1,0,0,2.05E-06,0
XM_015816570.1,0.338043,1.95589,69.0159,372.601
XM_015816571.1,0,2.7518,207.587,1.44645
XM_015816572.2,0.0259685,0.537285,0.064612,62.5564
XM_015816573.1,0.32036,2.19151,101.503,11.7549
XM_015816574.1,0.193707,0.379339,0.187983,47.6134
XM_015816575.1,0.0611658,0.575946,31.9417,0.0241078
XM_015816576.1,0,0,0,0
XM_015816577.1,0,0,0.0266096,0
XM_015816578.1,0.11427,1.08345,37.4715,325.286
XM_015816579.1,7.37041,0.360372,20.4339,0.158767
XM_015816581.1,0.0586133,0.875561,0.634426,0.0345928
XM_015816582.1,191.125,1.12284,0.0221904,0.0234285
XM_015816583.1,0,0,0,0
XM_015816584.1,0,0.836225,25.4398,0.0338836
XM_015816585.1,0.117456,0.490511,0,0.0109077
XM_015816586.1,0,0.00327464,0,3.47E-07
XM_015816587.1,0.136594,0.766947,21.3083,0
XM_015816589.2,0.0555474,0,80.7806,0.087547
XM_015816590.1,0.0976086,0.938941,6.59448,0.076891
XM_015816591.1,745.068,1.42927,1.51587,0.0924215
XM_015816593.2,0.0928748,0.614766,29.1414,0.0974548
XM_015816594.1,113.355,0,52.8958,49.1226
XM_015816595.1,159.348,3.60887,129.925,0.367137
XM_015816596.1,0.0547765,0,0.0102223,0
XM_015816597.1,0,0.403187,0,0
XM_015816598.1,0,0,0,0
XM_015816599.1,0,0.213657,0,0.0166261
XM_015816602.2,0,0,0,0.0627774
XM_015816603.1,0,0,0,0
XM_015816604.1,0,0,0.0206966,0.0327241
XM_015816605.1,0,0,0,0
XM_015816606.1,0,0,0.0130736,0
XM_015816607.1,1.05209,3.69742,244.053,0.357021
XM_015816608.1,0,0,0,0
XM_015816609.2,0,0,0,0
XM_015816610.1,0.519722,2.19345,283.09,477.235
XM_015816611.1,0,0.240095,0.762875,0.0116829
XM_015816612.1,0,0,0,0
XM_015816613.1,118.096,18.856,1660.23,341.398
XM_015816614.1,0.0653304,0,0.0487734,0
XM_015816616.1,0,0,0,0
XM_015816617.1,0,0,0,0
XM_015816618.1,0.0518402,0.879556,19.5544,120.413
XM_015816619.1,0.0487304,0.244831,46.3152,0.0287523
XM_015816620.1,3.05223,0.33119,45.106,0.00638336
XM_015816621.1,0.250812,2.44255,166.637,207.722
XM_015816622.1,0,0,0,0
XM_015816623.1,0,0,0,0
XM_015816624.1,0,0,0,0
XM_015816625.2,0,0,0.00466891,0
XM_015816627.1,0,0,0,0
XM_015816628.1,0,0,0,0
XM_015816629.2,0,0,0,0
XM_015816631.2,1.54348,11.003,169.17,84.0975
XM_015816632.2,0,0,0,0
XM_015816633.1,0,0,0,0
XM_015816634.1,0,0,46.9406,0
XM_015816635.2,0,0,0,0
XM_015816636.2,0,0,0.0333152,0
XM_015816637.1,0,0.832571,29.979,0.0736467
XM_015816638.1,0.0464421,0.448598,25.0837,0
XM_015816639.1,0.035859,0.368675,21.9574,4.53412
XM_015816641.1,0.0222004,0.447927,0.0414293,3.31799
XM_015816642.2,29.7527,0.298885,28.8503,0.0118252
XM_015816643.1,0.0447738,0,24.1306,0.00880499
XM_015816644.1,0.0626569,0.588486,83.3568,0.0246976
XM_015816645.1,0,0,52.5754,0
XM_015816646.1,0,0,0,0.0825118
XM_015816647.1,0,0,0,0
XM_015816648.1,1.45148,0,186.106,0.192215
XM_015816649.1,0,1.9072,112.907,0
XM_015816650.1,0.0935185,0,55.1381,0
XM_015816651.1,0,0,0,0
XM_015816652.1,0.0883385,0.222842,0.0164853,0.0173719
XM_015816654.1,0,0,0.0255223,140.05
XM_015816655.2,0,0.188205,19.7729,0.00728666
XM_015816656.1,0,0.1753,0.0449833,8.36111
XM_015816657.1,0,0,0,0
XM_015816658.1,0,0,0,0
XM_015816659.1,0,0,55.4407,0
XM_015816660.1,0.135212,0.987477,0,0.0798223
XM_015816661.1,0,0,0.0239702,0
XM_015816662.1,0.0344235,0.339668,40.2283,0.0406439
XM_015816663.1,0.723957,0.321346,11.3835,0.0433143
XM_015816664.1,0,0,12.2584,0
XM_015816665.2,54.2706,6.92473,200.818,91.8998
XM_015816666.1,0,0,76.263,0.0520317
XM_015816667.1,0.325431,2.96204,0.121484,150.717
XM_015816668.1,0.0509104,0,0.0380061,0.0401092
XM_015816670.1,0,0,0,0
XM_015816673.1,0,0,0,0
XM_015816674.1,0,0,0,0
XM_015816675.1,75.8202,0,0.0623335,1.41964
XM_015816676.2,0.0516418,1.05156,3.68132,0.027074
XM_015816677.1,0,1.42445,0,0.0717739
XM_015816679.1,1.64565,10.4353,53.8615,5.81454
XM_015816680.1,0,0,0,0
XM_015816681.1,0,0,0,0
XM_015816682.1,0,0,0,0
XM_015816683.1,0,0,0,0
XM_015816684.1,0,0,0,0
XM_015816685.1,0,0,0,0
XM_015816686.1,0,0,0,0
XM_015816688.1,0,0,0,0
XM_015816689.1,0,0,0,0
XM_015816690.1,0,0,0,0
XM_015816691.1,0,0,0,0
XM_015816692.1,0,0,0,0
XM_015816693.1,0,0,0.00978646,0.0412599
XM_015816695.1,0.0558059,0.530336,27.559,0.153922
XM_015816696.1,0.0015161,0.174788,0,0.00106325
XM_015816697.1,0.284136,2.11926,162.788,0.223952
XM_015816698.1,0,0,0,0
XM_015816699.1,0.0865433,0.781015,0.0323074,0.0341573
XM_015816700.1,0,1.11779,56.7271,0.0526263
XM_015816701.1,0.142452,0.457826,45.2669,112.882
XM_015816702.1,0,0,0,0
XM_015816703.1,0,0,0,0
XM_015816704.1,0,0,0,0
XM_015816709.1,0.0701049,0,0.776238,38.9718
XM_015816710.2,0,0,0,0
XM_015816711.1,0.401939,1.84205,38.1743,76.6466
XM_015816712.1,0,0.566216,0.163841,181.046
XM_015816713.2,0,0.370172,0.0722881,72.6469
XM_015816715.1,0.120792,1.13889,4.12561,0.0476067
XM_015816716.1,3.29066,20.2321,915.097,661.336
XM_015816717.1,0.0442435,0.429016,0.0990851,0.0522662
XM_015816718.1,0.136853,0,43.7599,0.0179646
XM_015816719.1,0,0,0,0
XM_015816720.1,0,0.25226,0,0
XM_015816721.1,0,0.838146,0,0
XM_015816722.2,0,1.16428,0.103735,0.0468911
XM_015816723.1,592.151,20.0114,737.136,404.337
XM_015816724.1,0,0,3.59829,136.957
XM_015816726.1,0,0,21.7128,0
XM_015816727.1,0,0,0.0139134,0
XM_015816728.1,0,0,0,0
XM_015816729.1,0,0,0,0
XM_015816730.1,0,0,0,0
XM_015816731.1,0,0,0,0
XM_015816733.1,0,0,0,0.0111621
XM_015816734.1,0,0,16.107,0.0213415
XM_015816735.1,0,0.153534,18.6266,2.22607
XM_015816737.1,0,0,0,0
XM_015816740.2,0.0627662,0.589403,55.9493,0.0247408
XM_015816741.1,0.158505,1.13803,148.297,0.166483
XM_015816742.2,0.094437,0,11.7677,0
XM_015816745.1,0.0580423,0.746387,0.0794302,86.5829
XM_015816747.2,0,1.0057,0,0
XM_015816748.2,95.5476,1.88958,98.2848,59.6983
XM_015816751.1,0,0,0,0
XM_015816752.1,4917.77,43.844,1139.25,1920.33
XM_015816753.1,0,0,14.9411,0.00930952
XM_015816754.1,0.469379,6.65799,2.97852,389.928
XM_015816755.1,0,0,0,0
XM_015816757.1,0,0.277818,2.71031,0.010946
XM_015816758.1,0.233707,1.14375,29.2224,0.138003
XM_015816759.1,0,1.18527,60.9842,0
XM_015816760.1,0,0,20.2169,0.023904
XM_015816761.1,0,0,26.0335,0.0156737
XM_015816762.1,0.132114,0.529028,45.1983,0
XM_015816764.1,0.122134,0.710249,20.2064,75.7124
XM_015816765.1,0.0243735,0.979643,0.0181939,0.0479368
XM_015816766.1,526.793,7.56121,214.603,295.135
XM_015816767.1,786.314,10.2964,115.871,133.621
XM_015816768.1,222.016,2.29908,290.701,5.55022
XM_015816769.1,0,0,0,0.0255688
XM_015816770.2,0,0,0,0
XM_015816772.1,0,0,0,0
XM_015816773.1,0.0443526,0,0,0
XM_015816774.1,0,0,0.0146736,0
XM_015816776.1,0,0,0,0
XM_015816777.2,32.9478,8.85661,66.4508,0.553997
XM_015816778.1,0,0,0.0274248,0
XM_015816779.1,0.345456,2.28499,46.0039,525.344
XM_015816780.1,0,0,0.0186728,0
XM_015816781.1,0.0900071,0,0,0
XM_015816782.1,0,0,0,0
XM_015816783.2,0,0,0,0
XM_015816784.1,0,0,0.0661788,0
XM_015816786.1,0,0,0,0
XM_015816787.2,0,0,0.631653,0
XM_015816788.1,1526.08,11.8919,765.281,383.719
XM_015816789.1,0.0240396,0.241704,0.0448618,29.6631
XM_015816790.1,0,0,0,0
XM_015816791.1,0,0,0.326711,0.174362
XM_015816792.1,0,0.285253,0,0
XM_015816793.1,0,0,37.4325,0.0678229
XM_015816795.2,0.0916422,0.443083,49.5648,0.0180448
XM_015816796.1,0,0,8.61881,0
XM_015816799.1,0,0,0,0
XM_015816800.1,0.0289646,0,16.5944,0.0341884
XM_015816801.1,0.205506,2.54813,195.924,0.270101
XM_015816802.1,0,1.49055,60.981,0.041419
XM_015816804.1,0.100265,0,0,1.0296
XM_015816805.1,0,0,0,0
XM_015816806.2,0,0,0,0
XM_015816807.1,0,0,0.346951,0.0104484
XM_015816808.1,148.898,1.54182,56.7313,0.050416
XM_015816809.1,0,0.237979,0.0176557,0
XM_015816810.1,0.263307,0.503184,0.20143,0.0207463
XM_015816811.1,0,0,0,0
XM_015816812.1,0,0.00316976,64.2811,0
XM_015816813.1,0,0.927358,0,0
XM_015816814.1,0,0,0,0
XM_015816815.1,0,0,0,0
XM_015816816.2,0,0,0.0852693,0
XM_015816817.1,0.14028,0,0.096805,0.0782648
XM_015816818.1,0,0,0,0
XM_015816820.1,0.119074,0,0,0
XM_015816821.1,0,0,0,0
XM_015816822.1,0,0,0,0
XM_015816823.1,0,0,0,0
XM_015816824.1,0,0,0,0
XM_015816825.2,0,0,0,0
XM_015816826.1,0,0,0,0
XM_015816827.1,0.287984,3.41289,57.7332,1.9332
XM_015816829.1,35.9623,0.156681,32.4816,0.0180882
XM_015816830.1,0.0635851,0,0.0237326,0
XM_015816831.1,0,0,0,0
XM_015816832.1,0,0,0,0
XM_015816833.1,0.108591,0.597294,13.6064,0.0233951
XM_015816834.1,0.114246,0.910304,38.2192,0.0460791
XM_015816836.1,0.0210141,0.424914,17.5841,5.71072
XM_015816837.1,31.275,0.38405,48.2723,0.0446405
XM_015816839.1,0,0,0,0
XM_015816840.1,0.252563,3.54963,49.1272,0.255624
XM_015816841.1,0,0,0,0
XM_015816842.2,0,0,0,0
XM_015816843.1,0,0,0,0
XM_015816844.1,0.760982,8.52402,114.89,900.163
XM_015816845.1,0,0.53635,0.0843699,0.267192
XM_015816846.1,0,1.6569,36.5364,96.3977
XM_015816847.1,10.6075,2.13445,76.1623,51.8419
XM_015816848.1,0.678523,0.693039,0.450292,0.505542
XM_015816849.2,0,0,0,0.0322045
XM_015816850.1,0,0,0.192252,15.4684
XM_015816851.1,0,0,0,9.80029
XM_015816852.2,0,0,0,0
XM_015816853.1,0.164036,0.973975,0.12245,174.488
XM_015816854.1,0.0988827,0,95.4105,0.0778975
XM_015816855.1,0.050848,0,0.0379564,11.5813
XM_015816857.1,0,0,0,0.0259994
XM_015816858.1,0,0,0,0.00732252
XM_015816859.1,0,0,34.5172,0
XM_015816860.1,0,0,0,0
XM_015816861.1,0,0,0,0
XM_015816862.1,0.160595,0,0.0119881,0.0126394
XM_015816864.1,0,0,0,0
XM_015816865.2,0,0,0,0
XM_015816866.1,0,0,0,0
XM_015816867.1,0,0,0,0
XM_015816868.1,0,0,0,0
XM_015816869.1,0,0,0,0
XM_015816870.1,0,0,0,0
XM_015816872.1,0,0,0,0
XM_015816873.1,0,0,0,0
XM_015816874.1,0,0,0,0
XM_015816875.1,0,0,0,0
XM_015816876.1,0.0766984,0,269.329,80.0098
XM_015816879.1,0.0260901,0.267693,0.0292119,0.00512814
XM_015816880.1,0.047736,0,0.017818,0
XM_015816881.2,0.0327028,0.323686,0,0.0128695
XM_015816882.1,0,0,0,0
XM_015816885.1,76.5151,0.905197,0.884223,0.0813489
XM_015816887.1,0,0,0,0
XM_015816888.1,0,0,0,0.00887687
XM_015816889.2,0,0,1.11735,0.13797
XM_015816890.2,0.096185,0,0,0
XM_015816891.2,0,0,0,206.01
XM_015816892.1,0,1.35019,0,0.143069
XM_015816893.1,0,0,0,0
XM_015816894.1,0,7.93E-08,0,0
XM_015816895.2,0,2.40E-08,0,0
XM_015816896.1,0.0469266,0,0.0350317,0.0554439
XM_015816897.1,0,0.208103,0.451675,0.00792793
XM_015816898.1,0,0,0,0.0143019
XM_015816899.1,0,0,0,0
XM_015816900.2,0,0,0,0
XM_015816901.1,0,0,0,0
XM_015816902.1,0.0102329,0,0.0114573,0.0201103
XM_015816903.2,0.0428384,0.441456,3.68922,30.8642
XM_015816904.1,0.040917,1.03526,90.5133,24.8773
XM_015816905.2,0,0,0,0
XM_015816906.1,0.123736,0.625949,36.6067,0.0324413
XM_015816907.1,0,0,102.042,0
XM_015816908.1,0,0,0,0
XM_015816909.2,0,0,0,0
XM_015816910.1,0.852984,7.45561,436.163,79.3199
XM_015816911.2,0.187971,0.588486,0.257274,149.692
XM_015816912.2,0,0.399147,0.0458233,0.0161114
XM_015816913.2,0.0386582,0,0,0
XM_015816914.1,0,2.49E-09,0,0
XM_015816915.2,0.0703777,0,0.262712,318.377
XM_015816916.2,0,0,0,0
XM_015816917.1,0,0,0.0255744,0.04045
XM_015816918.1,0,0,0,0
XM_015816921.1,0,0,0,0.00680435
XM_015816922.2,0.0137847,0.141241,9.0547,0.0162574
XM_015816923.1,0.0173928,0.177022,0,0
XM_015816924.1,0,6.92E-09,0,0
XM_015816925.1,0,0,0,0.00994836
XM_015816926.1,0,0,0,0
XM_015816927.1,0.0487059,0,0.0181781,0.0446835
XM_015816928.1,0.577132,4.00069,138.796,55.223
XM_015816929.2,0.0432794,0.655593,23.5189,0.0170215
XM_015816930.2,0,0.134539,0.0399406,0.0055983
XM_015816931.2,0,0,0,0
XM_015816932.2,0,0.21719,0.0954666,0.0147813
XM_015816933.1,0,0,0,0
XM_015816934.1,0.0664988,0.89453,0,0.00871809
XM_015816937.1,0,0,0,0
XM_015816939.1,0,0,0,0
XM_015816940.1,0.0378848,1.11455,11.2134,0.0745651
XM_015816941.1,0,0,0,0
XM_015816942.1,0,0,0,0
XM_015816943.1,0.0361711,1.06739,0.0135007,0.0142371
XM_015816944.2,0.0166871,0.510182,1.89331,0
XM_015816945.1,0,0,0,0.00996941
XM_015816946.2,0.0152942,0,8.38789,0.0270475
XM_015816948.1,0,0,0,0
XM_015816949.1,0,0,0,0
XM_015816950.1,0,0,0,0
XM_015816951.1,0,0,0,0
XM_015816952.1,0,0,0,0
XM_015816953.1,0,0,0,0
XM_015816954.1,0,0,0,0
XM_015816955.2,0,0,0,0
XM_015816957.1,0,0,0,0
XM_015816958.1,0,0,0.0119988,0.0126507
XM_015816959.1,404.608,3.16457,64.6646,155.234
XM_015816961.1,0.067873,0.335155,7.2453,0.36061
XM_015816962.1,0,0,0,0
XM_015816965.2,0.030783,0,45.4442,0.0121026
XM_015816966.1,0,0,0,0
XM_015816967.1,0,0,0,0
XM_015816968.1,0,0,0,0.544275
XM_015816969.1,0,0,0,0
XM_015816970.1,0,0,0,0
XM_015816974.2,0.00144997,0.214162,0,174.877
XM_015816975.1,0.0920733,0,193.387,0.254458
XM_015816976.1,0.0513463,0.49174,61.6756,0.465216
XM_015816978.1,0,0,0,0
XM_015816979.1,0,0,0.0146228,0
XM_015816981.1,0,0,0,0
XM_015816982.1,0.234827,1.41806,16.223,42.4233
XM_015816983.1,0,0,0,0
XM_015816984.1,0.1523,0,23.4592,0
XM_015816985.1,0,0,0,0
XM_015816986.1,0,0,32.9652,0.0238234
XM_015816987.1,0,0,0,0
XM_015816988.1,0,0,33.7036,0
XM_015816989.1,0.12418,2.01701,0.0154502,0.0488915
XM_015816990.1,0.070742,0.348425,0.0396063,0.0139216
XM_015816991.1,0,0,0.009844,0.0311337
XM_015816992.1,0,0,3.44E-06,4.36E-06
XM_015816993.1,0,0,0,0
XM_015816994.1,0.161305,1.96874,0.737541,0.0476285
XM_015816995.1,0.0440916,0.113526,0.329114,0.00866549
XM_015816998.1,0,0,0,0
XM_015816999.1,0,0,0,0
XM_015817000.1,0.074669,0,0,0.0146959
XM_015817001.1,0,0,0,0
XM_015817002.1,0.875055,2.12568,213.973,0.395462
XM_015817005.1,0.121822,0.416264,2.93005,0.0425696
XM_015817006.1,0.032852,0,3.07771,0.0517135
XM_015817008.2,0,0,0.33914,0.0298634
XM_015817009.1,0,0,0,0
XM_015817010.1,0,0.300666,0,0.0118998
XM_015817011.1,0,0,0,0
XM_015817013.1,0.0489266,0.332646,34.0498,27.7589
XM_015817014.1,0.0697061,0.354708,31.0111,0.0137044
XM_015817015.1,0,0,0,0.211709
XM_015817016.1,95.1025,7.34698,592.528,476.993
XM_015817017.1,0.026452,0.264792,4.65009,0.093655
XM_015817018.1,0.139699,0.344304,17.0701,0.0824735
XM_015817020.1,0,0,0,0
XM_015817021.1,0,0,0,0
XM_015817022.1,0,0,0,0
XM_015817023.1,0.082194,0,26.0501,0
XM_015817024.1,0,0.43743,8.87044,57.0846
XM_015817025.1,0.184754,1.15895,1.03447,273.513
XM_015817026.1,0,0,0,0
XM_015817027.1,0,0,0,0
XM_015817028.1,0,0,0,0
XM_015817029.1,0.0179885,0.548649,20.6313,0.02122
XM_015817030.1,0,0.282696,0.0105765,0.0111489
XM_015817031.2,0,0,0,0
XM_015817032.1,0,0.284395,13.1236,0.0112197
XM_015817033.2,0.0346556,0.341815,13.7758,0.0136395
XM_015817034.1,0,0,0,0
XM_015817035.1,0.0390943,0.792638,0.0218865,31.2011
XM_015817036.2,0.141024,0,0,0
XM_015817037.1,5.98934,1.02101,10.0705,116.175
XM_015817038.1,0,0,0,0
XM_015817039.2,0,0,0,0
XM_015817041.1,0,0,0,0
XM_015817042.1,0,0,0,0
XM_015817043.1,0,0,0,0
XM_015817044.1,0,0,0,0
XM_015817045.1,0,0,0,0
XM_015817047.1,0.0139883,0.286546,0,0
XM_015817049.2,0,0,0,0
XM_015817051.1,0,0,0,0
XM_015817052.2,0,0,0,0
XM_015817053.1,0,0,0,0
XM_015817054.1,0,0,0,0
XM_015817055.1,0,0,0,0
XM_015817057.1,0,0,0,0
XM_015817058.1,0,0.145169,0,0
XM_015817059.1,0,0,0,0
XM_015817060.1,0,0,0,0
XM_015817061.1,0,0,0,0
XM_015817062.1,0,0,0,0
XM_015817063.2,0,0,0,0
XM_015817064.1,0,0,0,0
XM_015817065.1,0,0,0,0
XM_015817066.1,0,0,0,0
XM_015817067.1,0,0,0,0
XM_015817068.2,0,0,0,0
XM_015817069.1,0.566538,4.94785,60.53,24.3296
XM_015817071.1,0,0,0,0
XM_015817072.1,0,0,0,0
XM_015817073.1,0,0,0,0
XM_015817074.2,0,0,0,0
XM_015817075.1,0,0,0,0
XM_015817076.1,0,0,0,0
XM_015817077.1,0,0,0,0
XM_015817078.1,0,0,0,0
XM_015817079.1,0,0,0,0
XM_015817080.1,0,0,0.00204842,0.00389694
XM_015817081.1,0,0,0,0
XM_015817083.2,0,0,0,0
XM_015817085.2,0,0,0,0
XM_015817086.1,0,0,0,0
XM_015817087.1,0,0,0,0
XM_015817088.1,0,0,0.00652108,0.0141651
XM_015817089.1,0,0,0,0
XM_015817090.1,0,0,0,0
XM_015817091.1,0,0,0,0
XM_015817092.1,0,0,0,0
XM_015817093.1,0,0,0,0
XM_015817095.1,0,0,0,0
XM_015817096.1,0,0,0,0
XM_015817097.1,0,0,0,0
XM_015817100.1,0,0,0,0
XM_015817101.1,0,0,0,0
XM_015817102.1,0,0,0,0
XM_015817103.1,0.140723,0,15.6129,0
XM_015817106.1,0,0,0,0
XM_015817107.1,0,0.00240016,0,3.26E-08
XM_015817110.1,0,0,0.0112861,0.0118889
XM_015817111.1,64.2608,1.76819,0.170597,0.0179989
XM_015817114.1,0,0,0,0
XM_015817115.1,0,1.13305,26.0414,0.0237234
XM_015817116.2,0.0890052,0,120.38,0
XM_015817117.1,0,0.259169,58.496,0.0508696
XM_015817118.2,0.0480793,1.20804,0.15253,0.0567352
XM_015817119.1,6.67E-09,0.000468889,7.96E-08,5.64E-09
XM_015817120.1,0.564083,8.79428,682.351,0.745223
XM_015817121.2,0,0,0,0
XM_015817122.2,0,0,0,0
XM_015817123.1,0.0613744,0,0.0229097,0
XM_015817124.1,0,0,0,0
XM_015817125.1,0,0,0,0
XM_015817126.1,0.0263262,0.263593,41.2194,0
XM_015817132.1,0.017993,0.182927,0.0604387,29.7579
XM_015817134.2,0,0.47777,0.0185695,0.0195959
XM_015817135.1,0,2.78598,126.779,0.139403
XM_015817136.1,0,0,0.0172127,0.0181608
XM_015817137.2,0.0522409,0,0,0.0205802
XM_015817138.1,0,0,28.4098,0.0614246
XM_015817139.1,0,0,0,0
XM_015817140.1,0,0,0,0
XM_015817141.1,36.8819,0.395187,134.867,0.159388
XM_015817142.1,0,0,0,0
XM_015817145.1,0,0,0,0
