target_id,colors
XM_015823915.1,blue
XM_015823916.1,red
XM_015823917.1,blue
XM_015823918.1,royalblue
XM_015823920.1,turquoise
XM_015823921.1,green
XM_015823922.1,green
XM_015823924.1,green
XM_015823925.1,blue
XM_015823927.1,blue
XM_015823928.1,greenyellow
XM_015823930.1,green
XM_015823931.1,cyan
XM_015823932.1,turquoise
XM_015823933.1,turquoise
XM_015823937.1,purple
XM_015823941.1,purple
XM_015823943.1,blue
XM_015823946.2,greenyellow
XM_015823948.1,greenyellow
XM_015823949.1,turquoise
XM_015823951.1,turquoise
XM_015823952.1,turquoise
XM_015823953.1,greenyellow
XM_015823954.2,turquoise
XM_015823956.1,darkred
XM_015823958.1,blue
XM_015823959.1,lightgreen
XM_015823960.1,greenyellow
XM_015823961.1,lightgreen
XM_015823962.2,red
XM_015823963.1,darkred
XM_015823964.1,blue
XM_015823965.1,blue
XM_015823968.1,purple
XM_015823969.1,turquoise
XM_015823970.1,grey60
XM_015823971.1,grey60
XM_015823973.1,red
XM_015823978.1,cyan
XM_015823979.1,red
XM_015823981.1,cyan
XM_015823982.1,black
XM_015823983.1,lightgreen
XM_015823984.1,blue
XM_015823985.1,blue
XM_015823986.1,greenyellow
XM_015823987.1,darkred
XM_015823989.2,green
XM_015823990.1,lightgreen
XM_015823992.1,blue
XM_015823997.1,blue
XM_015823998.1,blue
XM_015823999.1,turquoise
XM_015824000.1,turquoise
XM_015824001.1,red
XM_015824002.1,blue
XM_015824003.2,turquoise
XM_015824004.1,blue
XM_015824006.1,green
XM_015824007.1,greenyellow
XM_015824008.1,cyan
XM_015824009.2,greenyellow
XM_015824011.2,red
XM_015824012.1,red
XM_015824013.1,green
XM_015824014.1,blue
XM_015824017.1,blue
XM_015824019.1,blue
XM_015824022.1,blue
XM_015824023.1,cyan
XM_015824024.1,blue
XM_015824025.2,green
XM_015824026.1,blue
XM_015824027.1,lightgreen
XM_015824028.1,red
XM_015824032.1,lightgreen
XM_015824034.1,cyan
XM_015824036.1,turquoise
XM_015824037.1,blue
XM_015824038.1,turquoise
XM_015824039.1,turquoise
XM_015824040.1,turquoise
XM_015824041.2,blue
XM_015824043.1,blue
XM_015824044.1,blue
XM_015824045.1,greenyellow
XM_015824046.1,turquoise
XM_015824047.1,turquoise
XM_015824048.2,turquoise
XM_015824049.1,lightgreen
XM_015824050.1,green
XM_015824051.1,green
XM_015824053.2,cyan
XM_015824054.1,cyan
XM_015824055.1,lightyellow
XM_015824058.2,lightcyan
XM_015824065.2,turquoise
XM_015824066.1,darkred
XM_015824067.1,lightcyan
XM_015824068.1,purple
XM_015824069.1,purple
XM_015824070.2,blue
XM_015824074.1,black
XM_015824075.2,cyan
XM_015824077.1,grey60
XM_015824078.2,green
XM_015824079.2,blue
XM_015824080.1,blue
XM_015824081.1,turquoise
XM_015824083.1,cyan
XM_015824084.1,turquoise
XM_015824085.1,turquoise
XM_015824086.1,turquoise
XM_015824087.1,blue
XM_015824088.1,salmon
XM_015824089.1,lightgreen
XM_015824090.1,lightcyan
XM_015824091.1,turquoise
XM_015824092.2,turquoise
XM_015824093.1,lightcyan
XM_015824094.1,blue
XM_015824095.1,blue
XM_015824097.1,turquoise
XM_015824099.1,green
XM_015824100.1,cyan
XM_015824101.1,lightgreen
XM_015824103.1,red
XM_015824104.1,blue
XM_015824105.2,blue
XM_015824108.1,blue
XM_015824112.1,blue
XM_015824113.1,turquoise
XM_015824114.1,cyan
XM_015824115.1,turquoise
XM_015824116.2,turquoise
XM_015824117.1,blue
XM_015824118.1,cyan
XM_015824119.1,blue
XM_015824120.1,grey60
XM_015824122.1,turquoise
XM_015824123.1,blue
XM_015824124.1,cyan
XM_015824125.1,red
XM_015824126.2,blue
XM_015824127.1,cyan
XM_015824128.1,blue
XM_015824129.1,blue
XM_015824132.2,blue
XM_015824134.1,turquoise
XM_015824137.2,greenyellow
XM_015824138.1,blue
XM_015824139.2,greenyellow
XM_015824140.1,turquoise
XM_015824141.1,red
XM_015824144.1,lightgreen
XM_015824145.1,blue
XM_015824149.1,lightgreen
XM_015824152.1,blue
XM_015824153.1,turquoise
XM_015824154.1,lightyellow
XM_015824155.1,cyan
XM_015824156.2,purple
XM_015824158.1,cyan
XM_015824159.1,cyan
XM_015824160.1,cyan
XM_015824161.1,greenyellow
XM_015824163.2,blue
XM_015824164.2,darkred
XM_015824165.2,turquoise
XM_015824170.1,black
XM_015824171.1,greenyellow
XM_015824172.1,turquoise
XM_015824173.2,turquoise
XM_015824175.1,blue
XM_015824176.1,blue
XM_015824177.1,red
XM_015824178.1,red
XM_015824180.1,blue
XM_015824184.1,blue
XM_015824185.2,red
XM_015824188.1,blue
XM_015824189.1,turquoise
XM_015824190.1,green
XM_015824191.1,green
XM_015824192.1,turquoise
XM_015824194.1,purple
XM_015824195.1,lightgreen
XM_015824196.1,lightgreen
XM_015824198.2,green
XM_015824199.2,cyan
XM_015824200.1,greenyellow
XM_015824201.1,cyan
XM_015824202.1,lightgreen
XM_015824203.1,turquoise
XM_015824204.1,turquoise
XM_015824205.2,red
XM_015824206.1,turquoise
XM_015824207.2,greenyellow
XM_015824208.1,turquoise
XM_015824209.2,turquoise
XM_015824210.1,red
XM_015824211.1,blue
XM_015824214.2,black
XM_015824216.1,red
XM_015824218.1,blue
XM_015824220.1,greenyellow
XM_015824222.2,lightcyan
XM_015824223.1,red
XM_015824227.1,turquoise
XM_015824228.1,cyan
XM_015824229.1,turquoise
XM_015824230.2,greenyellow
XM_015824231.1,black
XM_015824232.1,lightyellow
XM_015824233.1,blue
XM_015824234.1,turquoise
XM_015824235.1,red
XM_015824236.1,cyan
XM_015824237.1,darkred
XM_015824238.1,darkred
XM_015824239.1,darkred
XM_015824240.1,cyan
XM_015824241.1,blue
XM_015824242.1,blue
XM_015824243.2,purple
XM_015824244.1,turquoise
XM_015824245.1,greenyellow
XM_015824246.1,turquoise
XM_015824247.1,red
XM_015824248.1,blue
XM_015824249.1,turquoise
XM_015824251.2,black
XM_015824252.1,red
XM_015824253.1,turquoise
XM_015824255.1,blue
XM_015824256.1,blue
XM_015824258.1,cyan
XM_015824259.2,blue
XM_015824260.2,cyan
XM_015824261.2,turquoise
XM_015824262.1,greenyellow
XM_015824265.1,greenyellow
XM_015824269.1,blue
XM_015824270.1,lightgreen
XM_015824271.1,blue
XM_015824272.1,darkgreen
XM_015824274.1,red
XM_015824275.1,salmon
XM_015824278.1,blue
XM_015824279.1,blue
XM_015824281.1,red
XM_015824282.1,royalblue
XM_015824283.1,cyan
XM_015824284.1,green
XM_015824289.1,black
XM_015824290.1,cyan
XM_015824291.1,red
XM_015824293.1,turquoise
XM_015824294.2,turquoise
XM_015824295.1,greenyellow
XM_015824296.2,turquoise
XM_015824297.1,lightgreen
XM_015824298.1,turquoise
XM_015824299.1,turquoise
XM_015824301.1,blue
XM_015824303.1,greenyellow
XM_015824304.2,lightgreen
XM_015824305.1,blue
XM_015824306.1,blue
XM_015824310.1,turquoise
XM_015824311.1,turquoise
XM_015824312.2,turquoise
XM_015824313.1,lightyellow
XM_015824314.1,turquoise
XM_015824316.2,turquoise
XM_015824317.1,turquoise
XM_015824321.1,greenyellow
XM_015824322.1,greenyellow
XM_015824323.2,lightgreen
XM_015824325.1,green
XM_015824329.1,greenyellow
XM_015824330.1,greenyellow
XM_015824331.1,lightgreen
XM_015824332.1,blue
XM_015824333.1,blue
XM_015824334.1,turquoise
XM_015824338.1,greenyellow
XM_015824339.1,lightyellow
XM_015824340.1,purple
XM_015824342.1,greenyellow
XM_015824343.2,cyan
XM_015824347.1,purple
XM_015824349.1,darkred
XM_015824351.1,cyan
XM_015824352.1,greenyellow
XM_015824353.1,purple
XM_015824354.1,green
XM_015824355.1,purple
XM_015824357.1,purple
XM_015824358.1,purple
XM_015824359.2,greenyellow
XM_015824360.1,blue
XM_015824361.1,darkred
XM_015824362.1,blue
XM_015824367.1,darkgreen
XM_015824368.1,turquoise
XM_015824369.1,red
XM_015824371.2,blue
XM_015824372.2,turquoise
XM_015824373.2,blue
XM_015824375.1,lightcyan
XM_015824376.2,turquoise
XM_015824377.1,cyan
XM_015824378.1,turquoise
XM_015824379.1,turquoise
XM_015824380.1,cyan
XM_015824381.1,turquoise
XM_015824382.1,lightgreen
XM_015824384.1,grey60
XM_015824385.1,turquoise
XM_015824387.2,blue
XM_015824389.1,blue
XM_015824391.1,turquoise
XM_015824393.1,blue
XM_015824394.1,green
XM_015824395.1,greenyellow
XM_015824396.2,turquoise
XM_015824397.1,turquoise
XM_015824398.1,lightgreen
XM_015824399.1,lightgreen
XM_015824401.2,blue
XM_015824402.1,black
XM_015824403.1,grey60
XM_015824404.1,blue
XM_015824407.2,turquoise
XM_015824408.1,greenyellow
XM_015824410.1,turquoise
XM_015824411.1,grey60
XM_015824412.1,cyan
XM_015824413.1,lightgreen
XM_015824414.1,darkred
XM_015824415.1,blue
XM_015824416.1,red
XM_015824417.1,blue
XM_015824419.1,red
XM_015824420.1,turquoise
XM_015824421.1,turquoise
XM_015824424.1,darkred
XM_015824425.1,blue
XM_015824426.2,grey60
XM_015824427.1,blue
XM_015824430.1,lightgreen
XM_015824431.1,lightgreen
XM_015824432.1,blue
XM_015824433.1,black
XM_015824434.1,blue
XM_015824436.1,cyan
XM_015824437.1,blue
XM_015824438.1,black
XM_015824441.1,blue
XM_015824442.2,blue
XM_015824443.1,blue
XM_015824444.1,turquoise
XM_015824446.1,turquoise
XM_015824449.1,turquoise
XM_015824450.1,purple
XM_015824451.2,purple
XM_015824454.1,lightgreen
XM_015824455.1,blue
XM_015824457.1,lightgreen
XM_015824459.1,greenyellow
XM_015824460.1,cyan
XM_015824461.1,greenyellow
XM_015824462.1,green
XM_015824463.1,darkred
XM_015824464.1,blue
XM_015824465.1,black
XM_015824466.1,black
XM_015824469.1,blue
XM_015824472.1,blue
XM_015824476.1,blue
XM_015824477.1,green
XM_015824478.1,greenyellow
XM_015824480.1,blue
XM_015824481.1,purple
XM_015824484.1,red
XM_015824485.1,turquoise
XM_015824487.1,cyan
XM_015824488.1,cyan
XM_015824489.1,blue
XM_015824491.1,red
XM_015824492.1,blue
XM_015824493.1,green
XM_015824494.1,green
XM_015824495.1,greenyellow
XM_015824496.1,turquoise
XM_015824497.1,turquoise
XM_015824499.1,black
XM_015824500.2,lightcyan
XM_015824501.1,greenyellow
XM_015824502.1,greenyellow
XM_015824505.1,grey60
XM_015824506.1,blue
XM_015824507.1,lightgreen
XM_015824510.1,blue
XM_015824512.1,blue
XM_015824515.2,lightyellow
XM_015824517.1,turquoise
XM_015824518.1,blue
XM_015824519.1,blue
XM_015824520.2,cyan
XM_015824522.2,blue
XM_015824523.1,greenyellow
XM_015824524.2,greenyellow
XM_015824525.2,lightyellow
XM_015824527.1,blue
XM_015824529.1,green
XM_015824530.1,green
XM_015824531.1,red
XM_015824532.1,cyan
XM_015824533.1,red
XM_015824534.1,blue
XM_015824536.1,blue
XM_015824537.1,blue
XM_015824538.1,blue
XM_015824539.1,blue
XM_015824540.1,blue
XM_015824543.1,blue
XM_015824545.1,turquoise
XM_015824549.1,blue
XM_015824550.1,blue
XM_015824552.1,blue
XM_015824553.1,green
XM_015824554.1,blue
XM_015824556.1,turquoise
XM_015824557.1,turquoise
XM_015824559.1,blue
XM_015824560.2,lightyellow
XM_015824562.1,lightgreen
XM_015824563.1,blue
XM_015824564.1,blue
XM_015824565.2,turquoise
XM_015824566.1,cyan
XM_015824567.1,darkgreen
XM_015824572.1,turquoise
XM_015824573.1,lightgreen
XM_015824579.1,darkgreen
XM_015824580.2,turquoise
XM_015824581.1,turquoise
XM_015824582.2,turquoise
XM_015824584.1,greenyellow
XM_015824585.1,turquoise
XM_015824586.1,darkred
XM_015824590.1,turquoise
XM_015824592.1,blue
XM_015824593.1,blue
XM_015824594.1,green
XM_015824596.2,green
XM_015824597.1,darkred
XM_015824600.1,turquoise
XM_015824601.1,lightgreen
XM_015824602.1,blue
XM_015824604.1,blue
XM_015824605.2,cyan
XM_015824607.1,red
XM_015824608.1,grey60
XM_015824609.1,grey60
XM_015824610.1,darkred
XM_015824611.1,blue
XM_015824613.1,purple
XM_015824614.1,blue
XM_015824617.2,blue
XM_015824618.1,greenyellow
XM_015824619.1,black
XM_015824620.1,blue
XM_015824621.1,turquoise
XM_015824622.1,turquoise
XM_015824625.1,darkred
XM_015824627.2,turquoise
XM_015824629.1,turquoise
XM_015824631.1,turquoise
XM_015824632.1,green
XM_015824634.1,turquoise
XM_015824636.1,turquoise
XM_015824639.1,blue
XM_015824642.1,blue
XM_015824643.1,turquoise
XM_015824649.1,greenyellow
XM_015824651.1,turquoise
XM_015824653.1,darkgreen
XM_015824654.1,greenyellow
XM_015824655.1,blue
XM_015824656.1,green
XM_015824657.1,black
XM_015824658.1,blue
XM_015824661.1,salmon
XM_015824664.1,royalblue
XM_015824665.2,green
XM_015824666.1,blue
XM_015824667.1,blue
XM_015824668.1,blue
XM_015824669.1,grey60
XM_015824673.1,greenyellow
XM_015824678.1,turquoise
XM_015824680.1,lightgreen
XM_015824681.1,red
XM_015824682.1,grey60
XM_015824683.1,grey60
XM_015824687.1,lightgreen
XM_015824688.1,greenyellow
XM_015824689.1,blue
XM_015824691.1,lightgreen
XM_015824692.2,lightgreen
XM_015824696.2,turquoise
XM_015824707.1,lightgreen
XM_015824709.1,turquoise
XM_015824710.1,blue
XM_015824711.1,royalblue
XM_015824712.1,greenyellow
XM_015824713.1,turquoise
XM_015824714.1,darkgreen
XM_015824718.1,black
XM_015824719.1,cyan
XM_015824720.1,turquoise
XM_015824721.1,blue
XM_015824722.1,purple
XM_015824724.1,lightgreen
XM_015824725.1,purple
XM_015824726.2,black
XM_015824727.1,purple
XM_015824728.1,greenyellow
XM_015824729.2,blue
XM_015824730.1,turquoise
XM_015824731.1,red
XM_015824732.1,turquoise
XM_015824733.1,lightgreen
XM_015824736.1,blue
XM_015824737.1,blue
XM_015824739.1,green
XM_015824740.1,turquoise
XM_015824742.1,darkgreen
XM_015824743.1,blue
XM_015824744.1,turquoise
XM_015824746.1,turquoise
XM_015824747.1,green
XM_015824751.1,greenyellow
XM_015824752.1,greenyellow
XM_015824754.1,blue
XM_015824756.1,lightgreen
XM_015824757.1,lightgreen
XM_015824758.1,lightcyan
XM_015824761.1,lightgreen
XM_015824763.1,lightgreen
XM_015824764.1,darkgreen
XM_015824765.1,blue
XM_015824766.1,blue
XM_015824767.1,darkgreen
XM_015824768.1,lightgreen
XM_015824771.1,turquoise
XM_015824772.1,lightgreen
XM_015824773.1,turquoise
XM_015824775.1,blue
XM_015824777.1,blue
XM_015824778.2,blue
XM_015824779.2,blue
XM_015824780.1,blue
XM_015824783.1,greenyellow
XM_015824785.1,red
XM_015824791.1,turquoise
XM_015824792.2,black
XM_015824793.1,cyan
XM_015824794.1,lightgreen
XM_015824796.1,turquoise
XM_015824797.1,black
XM_015824798.1,greenyellow
XM_015824799.1,lightyellow
XM_015824802.1,black
XM_015824803.1,darkred
XM_015824804.2,blue
XM_015824806.1,black
XM_015824808.1,grey60
XM_015824809.1,grey60
XM_015824810.1,black
XM_015824811.1,black
XM_015824812.1,turquoise
XM_015824813.1,red
XM_015824815.1,blue
XM_015824816.1,turquoise
XM_015824818.1,turquoise
XM_015824820.1,turquoise
XM_015824821.1,blue
XM_015824822.1,turquoise
XM_015824823.2,turquoise
XM_015824824.1,turquoise
XM_015824826.1,lightcyan
XM_015824827.1,turquoise
XM_015824828.2,turquoise
XM_015824831.1,red
XM_015824832.1,turquoise
XM_015824833.1,lightgreen
XM_015824838.1,blue
XM_015824839.1,green
XM_015824840.1,blue
XM_015824841.1,black
XM_015824843.1,black
XM_015824844.1,turquoise
XM_015824845.1,blue
XM_015824846.1,blue
XM_015824847.1,turquoise
XM_015824848.1,black
XM_015824849.1,blue
XM_015824851.2,turquoise
XM_015824852.1,cyan
XM_015824853.1,blue
XM_015824857.1,darkgreen
XM_015824859.1,lightgreen
XM_015824863.1,lightgreen
XM_015824864.1,cyan
XM_015824865.1,turquoise
XM_015824866.1,lightgreen
XM_015824867.1,lightyellow
XM_015824870.2,green
XM_015824871.1,cyan
XM_015824872.1,grey60
XM_015824875.1,blue
XM_015824877.1,blue
XM_015824879.1,blue
XM_015824880.1,lightcyan
XM_015824881.1,blue
XM_015824882.1,green
XM_015824886.1,turquoise
XM_015824891.1,blue
XM_015824892.1,black
XM_015824896.1,black
XM_015824897.1,blue
XM_015824900.2,red
XM_015824901.1,turquoise
XM_015824902.1,blue
XM_015824904.1,turquoise
XM_015824905.1,blue
XM_015824906.1,blue
XM_015824907.1,turquoise
XM_015824908.1,greenyellow
XM_015824909.1,turquoise
XM_015824910.1,turquoise
XM_015824911.1,red
XM_015824914.1,lightgreen
XM_015824916.1,greenyellow
XM_015824917.1,turquoise
XM_015824920.1,grey60
XM_015824921.1,grey60
XM_015824924.1,salmon
XM_015824925.2,blue
XM_015824926.1,blue
XM_015824927.1,red
XM_015824928.1,greenyellow
XM_015824930.1,green
XM_015824931.1,blue
XM_015824932.1,blue
XM_015824933.1,turquoise
XM_015824935.1,blue
XM_015824936.1,royalblue
XM_015824938.1,darkred
XM_015824939.1,blue
XM_015824940.1,turquoise
XM_015824941.1,blue
XM_015824942.1,red
XM_015824943.1,purple
XM_015824944.1,purple
XM_015824945.1,turquoise
XM_015824948.1,darkred
XM_015824949.1,green
XM_015824950.1,turquoise
XM_015824951.1,turquoise
XM_015824952.1,turquoise
XM_015824953.2,blue
XM_015824954.1,turquoise
XM_015824955.1,blue
XM_015824956.1,blue
XM_015824957.1,blue
XM_015824960.1,turquoise
XM_015824961.1,grey60
XM_015824962.1,turquoise
XM_015824963.1,turquoise
XM_015824964.1,blue
XM_015824965.1,greenyellow
XM_015824966.1,blue
XM_015824968.1,turquoise
XM_015824969.1,turquoise
XM_015824970.2,green
XM_015824972.2,turquoise
XM_015824974.1,black
XM_015824978.1,turquoise
XM_015824979.1,turquoise
XM_015824980.1,turquoise
XM_015824985.2,blue
XM_015824987.1,darkred
XM_015824989.1,turquoise
XM_015824991.1,blue
XM_015824992.1,darkred
XM_015824993.1,greenyellow
XM_015824994.1,greenyellow
XM_015824995.1,black
XM_015824997.1,blue
XM_015824998.2,blue
XM_015824999.2,red
XM_015825000.2,blue
XM_015825001.1,turquoise
XM_015825002.1,turquoise
XM_015825003.2,greenyellow
XM_015825004.1,turquoise
XM_015825012.1,greenyellow
XM_015825013.1,black
XM_015825014.1,blue
XM_015825017.1,turquoise
XM_015825018.1,purple
XM_015825019.1,greenyellow
XM_015825020.1,lightgreen
XM_015825021.1,royalblue
XM_015825022.1,royalblue
XM_015825023.1,lightgreen
XM_015825024.1,lightgreen
XM_015825025.1,blue
XM_015825026.1,black
XM_015825027.1,red
XM_015825030.1,lightgreen
XM_015825034.1,lightgreen
XM_015825035.1,blue
XM_015825036.1,purple
XM_015825038.1,lightgreen
XM_015825040.1,blue
XM_015825042.1,turquoise
XM_015825043.1,greenyellow
XM_015825044.1,grey60
XM_015825045.1,turquoise
XM_015825046.1,turquoise
XM_015825047.1,blue
XM_015825048.1,purple
XM_015825049.1,turquoise
XM_015825051.1,greenyellow
XM_015825052.2,blue
XM_015825053.1,greenyellow
XM_015825055.1,lightgreen
XM_015825056.1,black
XM_015825060.1,purple
XM_015825061.2,cyan
XM_015825065.1,blue
XM_015825066.1,lightgreen
XM_015825067.1,cyan
XM_015825068.1,black
XM_015825070.1,turquoise
XM_015825071.1,red
XM_015825074.1,green
XM_015825075.1,green
XM_015825076.1,blue
XM_015825077.1,turquoise
XM_015825078.1,turquoise
XM_015825079.1,cyan
XM_015825080.1,blue
XM_015825081.1,black
XM_015825082.1,black
XM_015825083.1,red
XM_015825084.1,turquoise
XM_015825085.1,greenyellow
XM_015825087.1,green
XM_015825088.1,blue
XM_015825089.1,turquoise
XM_015825090.1,blue
XM_015825091.1,blue
XM_015825092.1,blue
XM_015825093.1,cyan
XM_015825094.1,turquoise
XM_015825095.1,turquoise
XM_015825098.1,blue
XM_015825099.1,purple
XM_015825101.1,turquoise
XM_015825107.1,blue
XM_015825111.1,blue
XM_015825114.1,greenyellow
XM_015825116.1,lightgreen
XM_015825123.1,blue
XM_015825125.1,red
XM_015825126.1,blue
XM_015825127.1,turquoise
XM_015825129.1,blue
XM_015825131.1,green
XM_015825132.2,green
XM_015825141.1,green
XM_015825142.1,red
XM_015825143.1,blue
XM_015825144.1,black
XM_015825146.1,black
XM_015825149.1,blue
XM_015825150.1,lightyellow
XM_015825151.1,red
XM_015825152.1,blue
XM_015825153.1,lightyellow
XM_015825154.1,lightyellow
XM_015825155.1,black
XM_015825156.2,turquoise
XM_015825157.2,purple
XM_015825158.2,lightgreen
XM_015825159.2,turquoise
XM_015825160.1,black
XM_015825161.2,green
XM_015825162.1,lightgreen
XM_015825163.2,black
XM_015825166.1,grey60
XM_015825167.1,grey60
XM_015825168.1,grey60
XM_015825169.1,grey60
XM_015825170.1,grey60
XM_015825171.1,purple
XM_015825172.1,turquoise
XM_015825173.1,red
XM_015825177.1,blue
XM_015825178.1,blue
XM_015825179.1,lightgreen
XM_015825181.1,lightgreen
XM_015825182.1,turquoise
XM_015825183.2,cyan
XM_015825184.2,black
XM_015825186.1,lightgreen
XM_015825187.1,blue
XM_015825188.1,green
XM_015825189.2,blue
XM_015825190.1,turquoise
XM_015825195.1,greenyellow
XM_015825196.1,greenyellow
XM_015825197.2,greenyellow
XM_015825199.1,purple
XM_015825202.1,purple
XM_015825203.1,purple
XM_015825204.1,turquoise
XM_015825206.2,purple
XM_015825211.1,purple
XM_015825212.1,cyan
XM_015825213.1,turquoise
XM_015825215.1,darkred
XM_015825217.1,turquoise
XM_015825218.1,red
XM_015825219.1,blue
XM_015825220.1,lightgreen
XM_015825224.1,blue
XM_015825226.1,grey60
XM_015825227.2,green
XM_015825229.1,greenyellow
XM_015825231.1,grey60
XM_015825232.1,turquoise
XM_015825233.1,lightgreen
XM_015825234.1,darkred
XM_015825235.1,blue
XM_015825237.1,greenyellow
XM_015825238.1,red
XM_015825239.1,cyan
XM_015825243.1,turquoise
XM_015825244.1,lightcyan
XM_015825248.1,blue
XM_015825249.1,blue
XM_015825251.1,blue
XM_015825252.1,black
XM_015825253.1,royalblue
XM_015825254.2,royalblue
XM_015825255.1,blue
XM_015825256.1,royalblue
XM_015825258.1,greenyellow
XM_015825259.1,turquoise
XM_015825260.1,cyan
XM_015825261.1,blue
XM_015825262.1,purple
XM_015825263.1,lightgreen
XM_015825265.1,blue
XM_015825266.1,blue
XM_015825271.1,turquoise
XM_015825272.1,blue
XM_015825273.1,turquoise
XM_015825276.1,cyan
XM_015825277.1,greenyellow
XM_015825278.1,lightgreen
XM_015825279.1,blue
XM_015825281.2,turquoise
XM_015825282.2,purple
XM_015825283.2,turquoise
XM_015825284.2,black
XM_015825285.1,red
XM_015825286.1,blue
XM_015825287.1,green
XM_015825291.1,purple
XM_015825292.1,red
XM_015825293.1,blue
XM_015825294.1,purple
XM_015825295.1,cyan
XM_015825296.1,cyan
XM_015825297.2,blue
XM_015825298.2,lightyellow
XM_015825300.1,red
XM_015825301.1,greenyellow
XM_015825302.1,blue
XM_015825304.1,blue
XM_015825305.1,lightyellow
XM_015825307.1,black
XM_015825308.1,blue
XM_015825309.1,black
XM_015825310.1,cyan
XM_015825311.1,blue
XM_015825312.1,green
XM_015825315.1,cyan
XM_015825319.1,black
XM_015825320.1,blue
XM_015825321.1,cyan
XM_015825322.1,turquoise
XM_015825323.1,blue
XM_015825324.1,turquoise
XM_015825325.1,lightgreen
XM_015825326.1,blue
XM_015825328.1,greenyellow
XM_015825329.1,greenyellow
XM_015825330.1,red
XM_015825333.1,blue
XM_015825335.1,purple
XM_015825336.1,purple
XM_015825337.1,blue
XM_015825338.1,purple
XM_015825339.1,purple
XM_015825340.1,turquoise
XM_015825341.2,purple
XM_015825342.1,purple
XM_015825343.1,blue
XM_015825344.1,turquoise
XM_015825345.1,darkgreen
XM_015825347.1,blue
XM_015825348.1,turquoise
XM_015825352.1,turquoise
XM_015825353.1,turquoise
XM_015825357.1,turquoise
XM_015825358.1,lightgreen
XM_015825359.2,green
XM_015825360.1,darkred
XM_015825361.1,purple
XM_015825362.1,greenyellow
XM_015825365.2,turquoise
XM_015825366.1,turquoise
XM_015825368.1,greenyellow
XM_015825370.1,darkgreen
XM_015825371.1,lightgreen
XM_015825372.1,lightgreen
XM_015825373.1,blue
XM_015825374.1,greenyellow
XM_015825375.1,turquoise
XM_015825379.2,green
XM_015825380.1,turquoise
XM_015825381.1,turquoise
XM_015825382.1,grey60
XM_015825383.1,red
XM_015825384.1,red
XM_015825385.2,darkred
XM_015825386.1,greenyellow
XM_015825387.1,blue
XM_015825392.1,greenyellow
XM_015825393.2,turquoise
XM_015825394.1,darkred
XM_015825395.1,green
XM_015825397.1,grey60
XM_015825399.1,turquoise
XM_015825401.1,grey60
XM_015825402.1,turquoise
XM_015825404.1,lightgreen
XM_015825405.1,turquoise
XM_015825406.1,turquoise
XM_015825408.1,darkred
XM_015825410.1,turquoise
XM_015825411.1,purple
XM_015825416.1,lightyellow
XM_015825418.1,blue
XM_015825421.1,black
XM_015825422.2,blue
XM_015825423.1,red
XM_015825424.2,cyan
XM_015825425.2,green
XM_015825427.1,blue
XM_015825430.1,darkred
XM_015825432.1,greenyellow
XM_015825433.1,darkred
XM_015825434.1,red
XM_015825435.1,lightgreen
XM_015825436.2,purple
XM_015825438.1,blue
XM_015825440.1,blue
XM_015825441.1,purple
XM_015825442.1,green
XM_015825443.1,green
XM_015825444.1,blue
XM_015825445.1,blue
XM_015825446.2,turquoise
XM_015825448.1,turquoise
XM_015825452.1,blue
XM_015825453.1,turquoise
XM_015825455.1,turquoise
XM_015825456.1,lightgreen
XM_015825457.1,turquoise
XM_015825459.2,green
XM_015825462.1,red
XM_015825463.1,lightcyan
XM_015825469.1,purple
XM_015825471.2,purple
XM_015825476.1,lightgreen
XM_015825478.1,blue
XM_015825479.1,blue
XM_015825480.1,turquoise
XM_015825481.1,turquoise
XM_015825482.1,black
XM_015825483.1,blue
XM_015825484.1,turquoise
XM_015825485.1,blue
XM_015825491.1,cyan
XM_015825493.2,lightgreen
XM_015825494.1,turquoise
XM_015825496.1,blue
XM_015825498.1,green
XM_015825499.1,greenyellow
XM_015825500.1,green
XM_015825503.2,turquoise
XM_015825504.1,blue
XM_015825505.1,turquoise
XM_015825506.1,red
XM_015825508.1,lightgreen
XM_015825509.2,greenyellow
XM_015825510.1,greenyellow
XM_015825513.1,red
XM_015825514.1,green
XM_015825515.1,blue
XM_015825516.1,red
XM_015825517.1,cyan
XM_015825518.1,turquoise
XM_015825519.1,black
XM_015825522.1,blue
XM_015825523.1,green
XM_015825524.2,blue
XM_015825525.1,darkred
XM_015825526.1,black
XM_015825527.1,lightgreen
XM_015825528.2,cyan
XM_015825529.1,blue
XM_015825531.1,green
XM_015825533.2,lightgreen
XM_015825534.1,lightgreen
XM_015825535.1,blue
XM_015825536.1,lightgreen
XM_015825537.1,greenyellow
XM_015825538.1,turquoise
XM_015825539.1,green
XM_015825540.1,blue
XM_015825548.1,turquoise
XM_015825549.2,turquoise
XM_015825550.1,turquoise
XM_015825551.1,blue
XM_015825554.1,green
XM_015825555.1,blue
XM_015825556.1,darkgrey
XM_015825557.1,turquoise
XM_015825558.2,lightgreen
XM_015825560.1,grey60
XM_015825561.1,greenyellow
XM_015825562.2,greenyellow
XM_015825563.1,green
XM_015825564.2,turquoise
XM_015825565.1,turquoise
XM_015825566.2,greenyellow
XM_015825567.1,green
XM_015825568.1,lightgreen
XM_015825569.1,turquoise
XM_015825570.1,turquoise
XM_015825571.1,blue
XM_015825572.1,red
XM_015825573.1,grey60
XM_015825574.2,blue
