target_id,colors
XM_015814208.1,blue
XM_015814211.1,turquoise
XM_015814212.1,green
XM_015814213.1,darkred
XM_015814215.1,blue
XM_015814216.1,darkred
XM_015814217.1,turquoise
XM_015814218.1,turquoise
XM_015814219.1,turquoise
XM_015814221.2,blue
XM_015814223.2,blue
XM_015814225.1,blue
XM_015814226.1,turquoise
XM_015814230.1,blue
XM_015814231.1,lightgreen
XM_015814232.1,turquoise
XM_015814233.1,lightgreen
XM_015814234.2,red
XM_015814236.1,lightcyan
XM_015814239.1,green
XM_015814241.2,greenyellow
XM_015814243.1,darkred
XM_015814248.2,blue
XM_015814249.2,cyan
XM_015814250.1,salmon
XM_015814251.1,turquoise
XM_015814252.1,salmon
XM_015814253.1,salmon
XM_015814256.1,blue
XM_015814257.1,red
XM_015814258.1,blue
XM_015814259.1,blue
XM_015814260.1,black
XM_015814261.1,red
XM_015814262.1,red
XM_015814263.1,greenyellow
XM_015814264.1,blue
XM_015814265.1,blue
XM_015814266.1,turquoise
XM_015814267.1,blue
XM_015814268.2,black
XM_015814269.1,black
XM_015814271.1,blue
XM_015814273.1,turquoise
XM_015814275.2,blue
XM_015814276.1,black
XM_015814278.1,blue
XM_015814279.1,red
XM_015814280.1,turquoise
XM_015814287.1,turquoise
XM_015814290.2,darkturquoise
XM_015814293.2,darkturquoise
XM_015814294.1,lightcyan
XM_015814295.1,blue
XM_015814296.2,turquoise
XM_015814297.1,turquoise
XM_015814298.1,purple
XM_015814299.2,darkturquoise
XM_015814302.1,black
XM_015814303.2,darkturquoise
XM_015814305.1,green
XM_015814307.1,lightgreen
XM_015814308.2,turquoise
XM_015814309.1,blue
XM_015814310.1,blue
XM_015814311.1,blue
XM_015814312.1,turquoise
XM_015814313.1,blue
XM_015814315.1,blue
XM_015814316.1,blue
XM_015814317.1,blue
XM_015814318.1,blue
XM_015814319.1,blue
XM_015814320.1,darkred
XM_015814321.1,greenyellow
XM_015814323.1,cyan
XM_015814324.1,blue
XM_015814325.2,turquoise
XM_015814327.1,blue
XM_015814330.1,red
XM_015814332.1,turquoise
XM_015814333.1,blue
XM_015814335.1,turquoise
XM_015814338.1,cyan
XM_015814339.2,darkred
XM_015814340.1,blue
XM_015814341.1,purple
XM_015814342.1,green
XM_015814350.1,black
XM_015814352.1,blue
XM_015814353.1,blue
XM_015814354.1,lightgreen
XM_015814355.1,salmon
XM_015814356.1,green
XM_015814357.1,salmon
XM_015814358.1,blue
XM_015814359.1,salmon
XM_015814360.1,salmon
XM_015814361.1,blue
XM_015814362.1,greenyellow
XM_015814365.1,turquoise
XM_015814367.1,cyan
XM_015814368.1,blue
XM_015814372.1,blue
XM_015814383.1,cyan
XM_015814394.1,lightcyan
XM_015814401.1,black
XM_015814402.1,green
XM_015814403.1,cyan
XM_015814404.1,blue
XM_015814405.1,blue
XM_015814407.1,lightyellow
XM_015814408.1,turquoise
XM_015814409.1,blue
XM_015814410.1,red
XM_015814411.1,blue
XM_015814412.1,cyan
XM_015814413.1,blue
XM_015814414.1,blue
XM_015814415.1,green
XM_015814416.1,darkred
XM_015814417.1,greenyellow
XM_015814418.1,blue
XM_015814419.2,darkred
XM_015814420.1,lightcyan
XM_015814421.1,turquoise
XM_015814422.1,red
XM_015814423.1,black
XM_015814424.1,black
XM_015814428.1,black
XM_015814429.1,green
XM_015814431.1,lightgreen
XM_015814432.1,lightyellow
XM_015814433.1,blue
XM_015814434.1,blue
XM_015814435.1,green
XM_015814436.1,darkred
XM_015814437.1,cyan
XM_015814438.1,blue
XM_015814439.2,turquoise
XM_015814441.1,green
XM_015814442.1,turquoise
XM_015814445.1,cyan
XM_015814446.2,turquoise
XM_015814447.1,greenyellow
XM_015814448.1,purple
XM_015814450.1,lightcyan
XM_015814451.1,blue
XM_015814452.1,red
XM_015814453.1,blue
XM_015814454.1,blue
XM_015814455.1,lightgreen
XM_015814456.2,turquoise
XM_015814457.1,blue
XM_015814458.1,cyan
XM_015814459.1,greenyellow
XM_015814462.1,red
XM_015814464.1,greenyellow
XM_015814467.1,turquoise
XM_015814468.1,red
XM_015814469.1,blue
XM_015814470.1,turquoise
XM_015814471.1,greenyellow
XM_015814472.1,cyan
XM_015814473.1,turquoise
XM_015814474.1,blue
XM_015814477.2,blue
XM_015814478.2,blue
XM_015814480.1,turquoise
XM_015814481.1,blue
XM_015814483.1,green
XM_015814484.1,blue
XM_015814485.1,blue
XM_015814486.1,cyan
XM_015814487.2,turquoise
XM_015814488.2,blue
XM_015814489.2,turquoise
XM_015814490.2,turquoise
XM_015814491.2,turquoise
XM_015814492.2,blue
XM_015814493.1,blue
XM_015814494.1,green
XM_015814499.1,turquoise
XM_015814508.1,cyan
XM_015814510.1,red
XM_015814512.1,turquoise
XM_015814515.1,turquoise
XM_015814516.1,darkgrey
XM_015814517.1,cyan
XM_015814518.1,cyan
XM_015814519.1,turquoise
XM_015814520.1,blue
XM_015814523.1,purple
XM_015814524.1,turquoise
XM_015814525.1,black
XM_015814526.2,green
XM_015814529.2,cyan
XM_015814530.2,turquoise
XM_015814531.1,turquoise
XM_015814532.1,blue
XM_015814533.1,blue
XM_015814534.1,cyan
XM_015814535.1,turquoise
XM_015814536.1,cyan
XM_015814537.1,blue
XM_015814538.1,red
XM_015814539.2,turquoise
XM_015814540.1,turquoise
XM_015814541.1,blue
XM_015814542.1,blue
XM_015814543.1,greenyellow
XM_015814544.1,turquoise
XM_015814545.1,turquoise
XM_015814546.1,red
XM_015814547.2,greenyellow
XM_015814549.1,darkred
XM_015814552.1,green
XM_015814553.1,blue
XM_015814554.1,darkgrey
XM_015814555.1,greenyellow
XM_015814556.1,turquoise
XM_015814557.1,blue
XM_015814558.1,purple
XM_015814559.1,turquoise
XM_015814560.1,turquoise
XM_015814562.1,purple
XM_015814563.1,cyan
XM_015814569.1,blue
XM_015814570.2,greenyellow
XM_015814572.1,darkred
XM_015814573.1,blue
XM_015814575.1,black
XM_015814578.1,blue
XM_015814581.1,cyan
XM_015814582.1,red
XM_015814583.1,turquoise
XM_015814586.1,blue
XM_015814587.1,grey60
XM_015814589.1,turquoise
XM_015814590.1,blue
XM_015814591.1,blue
XM_015814592.1,black
XM_015814594.1,lightgreen
XM_015814595.1,lightgreen
XM_015814596.1,grey60
XM_015814598.1,blue
XM_015814599.1,blue
XM_015814601.1,green
XM_015814602.1,purple
XM_015814603.1,cyan
XM_015814605.1,turquoise
XM_015814610.1,lightyellow
XM_015814611.1,green
XM_015814612.1,blue
XM_015814614.1,blue
XM_015814616.1,cyan
XM_015814618.1,darkgreen
XM_015814620.1,blue
XM_015814621.1,purple
XM_015814622.1,blue
XM_015814623.1,blue
XM_015814624.2,darkred
XM_015814625.1,salmon
XM_015814627.1,salmon
XM_015814628.1,salmon
XM_015814629.1,salmon
XM_015814630.1,cyan
XM_015814631.1,turquoise
XM_015814632.1,black
XM_015814633.1,turquoise
XM_015814634.1,salmon
XM_015814638.1,darkred
XM_015814639.1,salmon
XM_015814640.2,blue
XM_015814643.1,salmon
XM_015814644.1,lightcyan
XM_015814645.2,lightcyan
XM_015814647.2,lightcyan
XM_015814648.1,lightcyan
XM_015814649.1,lightcyan
XM_015814650.1,blue
XM_015814652.1,blue
XM_015814653.1,turquoise
XM_015814654.2,green
XM_015814655.1,turquoise
XM_015814656.1,lightgreen
XM_015814657.1,turquoise
XM_015814658.2,blue
XM_015814662.1,blue
XM_015814663.1,blue
XM_015814664.1,turquoise
XM_015814665.1,greenyellow
XM_015814666.1,blue
XM_015814668.1,black
XM_015814669.1,blue
XM_015814670.1,turquoise
XM_015814671.1,turquoise
XM_015814672.1,turquoise
XM_015814674.1,turquoise
XM_015814675.1,turquoise
XM_015814676.1,blue
XM_015814677.1,cyan
XM_015814678.2,turquoise
XM_015814680.1,cyan
XM_015814684.1,lightgreen
XM_015814685.1,black
XM_015814687.1,red
XM_015814688.1,red
XM_015814689.1,blue
XM_015814690.1,turquoise
XM_015814691.1,darkred
XM_015814692.1,turquoise
XM_015814693.2,turquoise
XM_015814695.1,greenyellow
XM_015814696.1,cyan
XM_015814697.1,red
XM_015814699.1,turquoise
XM_015814701.1,blue
XM_015814702.1,turquoise
XM_015814703.1,blue
XM_015814704.1,purple
XM_015814705.1,cyan
XM_015814706.2,black
XM_015814708.1,green
XM_015814709.1,turquoise
XM_015814710.1,blue
XM_015814711.1,blue
XM_015814712.1,red
XM_015814713.1,blue
XM_015814714.2,blue
XM_015814715.1,lightcyan
XM_015814716.1,lightcyan
XM_015814717.1,blue
XM_015814718.1,purple
XM_015814719.1,green
XM_015814720.2,blue
XM_015814724.1,blue
XM_015814725.1,blue
XM_015814727.1,blue
XM_015814728.1,cyan
XM_015814729.1,cyan
XM_015814731.1,cyan
XM_015814735.1,blue
XM_015814736.1,lightgreen
XM_015814737.2,blue
XM_015814738.1,lightgreen
XM_015814739.1,red
XM_015814740.1,greenyellow
XM_015814741.1,lightgreen
XM_015814742.1,darkred
XM_015814743.1,blue
XM_015814745.1,turquoise
XM_015814753.2,blue
XM_015814759.1,blue
XM_015814760.1,salmon
XM_015814761.1,darkturquoise
XM_015814762.2,green
XM_015814763.1,blue
XM_015814764.1,turquoise
XM_015814765.1,darkturquoise
XM_015814766.1,purple
XM_015814767.1,blue
XM_015814768.1,salmon
XM_015814769.2,red
XM_015814770.1,black
XM_015814771.2,red
XM_015814772.1,turquoise
XM_015814775.2,cyan
XM_015814776.2,red
XM_015814780.1,greenyellow
XM_015814781.1,turquoise
XM_015814782.1,greenyellow
XM_015814783.1,turquoise
XM_015814786.1,turquoise
XM_015814788.1,blue
XM_015814789.2,lightgreen
XM_015814792.1,green
XM_015814793.1,lightyellow
XM_015814794.1,purple
XM_015814795.2,blue
XM_015814799.1,cyan
XM_015814800.1,lightcyan
XM_015814801.1,greenyellow
XM_015814802.1,turquoise
XM_015814803.1,greenyellow
XM_015814804.1,blue
XM_015814805.1,lightgreen
XM_015814806.1,blue
XM_015814807.1,turquoise
XM_015814808.1,turquoise
XM_015814809.1,red
XM_015814811.1,red
XM_015814812.1,greenyellow
XM_015814813.1,darkgreen
XM_015814814.1,lightgreen
XM_015814815.1,greenyellow
XM_015814816.1,turquoise
XM_015814817.1,black
XM_015814818.1,black
XM_015814820.1,greenyellow
XM_015814821.1,turquoise
XM_015814822.1,turquoise
XM_015814823.1,greenyellow
XM_015814824.1,green
XM_015814825.1,greenyellow
XM_015814826.1,cyan
XM_015814828.1,black
XM_015814829.1,blue
XM_015814831.1,greenyellow
XM_015814835.1,turquoise
XM_015814837.2,darkred
XM_015814839.1,lightgreen
XM_015814840.1,blue
XM_015814841.1,blue
XM_015814843.1,blue
XM_015814844.1,royalblue
XM_015814845.2,royalblue
XM_015814846.2,green
XM_015814847.1,blue
XM_015814850.1,green
XM_015814851.1,turquoise
XM_015814854.1,turquoise
XM_015814855.1,lightcyan
XM_015814858.1,blue
XM_015814861.1,blue
XM_015814862.1,turquoise
XM_015814863.2,red
XM_015814864.1,blue
XM_015814865.1,blue
XM_015814866.1,cyan
XM_015814867.2,green
XM_015814868.1,turquoise
XM_015814872.1,blue
XM_015814873.1,turquoise
XM_015814874.1,greenyellow
XM_015814877.1,black
XM_015814878.1,black
XM_015814879.1,lightcyan
XM_015814881.1,red
XM_015814882.1,blue
XM_015814883.1,blue
XM_015814884.1,blue
XM_015814885.1,darkred
XM_015814886.1,green
XM_015814887.1,blue
XM_015814888.1,turquoise
XM_015814890.1,blue
XM_015814893.1,blue
XM_015814894.1,red
XM_015814896.2,purple
XM_015814897.1,turquoise
XM_015814898.1,black
XM_015814899.1,turquoise
XM_015814900.1,turquoise
XM_015814901.2,cyan
XM_015814902.1,black
XM_015814903.2,lightgreen
XM_015814904.2,turquoise
XM_015814905.2,greenyellow
XM_015814906.1,cyan
XM_015814907.1,cyan
XM_015814908.2,cyan
XM_015814911.1,red
XM_015814912.2,darkred
XM_015814913.1,blue
XM_015814914.2,blue
XM_015814915.1,lightgreen
XM_015814916.2,black
XM_015814917.1,black
XM_015814919.1,blue
XM_015814921.1,black
XM_015814925.1,green
XM_015814926.1,cyan
XM_015814927.1,red
XM_015814930.1,blue
XM_015814931.1,green
XM_015814932.1,turquoise
XM_015814933.1,blue
XM_015814934.2,turquoise
XM_015814936.1,darkred
XM_015814937.1,turquoise
XM_015814938.1,purple
XM_015814939.1,turquoise
XM_015814940.1,blue
XM_015814941.1,darkred
XM_015814942.1,black
XM_015814943.1,royalblue
XM_015814944.1,blue
XM_015814945.1,turquoise
XM_015814946.1,grey60
XM_015814947.2,blue
XM_015814948.1,blue
XM_015814949.1,lightgreen
XM_015814950.1,red
XM_015814951.1,royalblue
XM_015814952.1,blue
XM_015814953.1,turquoise
XM_015814954.2,black
XM_015814955.2,turquoise
XM_015814956.1,lightgreen
XM_015814957.1,turquoise
XM_015814961.1,blue
XM_015814962.1,blue
XM_015814963.1,lightgreen
XM_015814964.1,blue
XM_015814966.1,green
XM_015814967.1,blue
XM_015814969.1,black
XM_015814970.1,green
XM_015814971.1,red
XM_015814972.1,grey60
XM_015814973.1,red
XM_015814974.2,cyan
XM_015814975.1,green
XM_015814976.1,turquoise
XM_015814978.1,turquoise
XM_015814998.1,lightgreen
XM_015815006.2,red
XM_015815007.1,blue
XM_015815010.1,greenyellow
XM_015815025.1,blue
XM_015815026.1,blue
XM_015815027.1,black
XM_015815028.1,blue
XM_015815030.1,blue
XM_015815031.1,turquoise
XM_015815032.1,cyan
XM_015815035.1,red
XM_015815036.2,turquoise
XM_015815037.2,lightgreen
XM_015815038.1,turquoise
XM_015815039.1,lightcyan
XM_015815040.1,blue
XM_015815041.1,greenyellow
XM_015815042.1,green
XM_015815043.1,cyan
XM_015815045.1,turquoise
XM_015815046.1,turquoise
XM_015815047.1,purple
XM_015815048.2,greenyellow
XM_015815049.1,cyan
XM_015815050.1,turquoise
XM_015815059.1,lightcyan
XM_015815062.1,blue
XM_015815063.1,cyan
XM_015815067.2,red
XM_015815068.1,cyan
XM_015815071.1,blue
XM_015815072.1,turquoise
XM_015815073.1,turquoise
XM_015815074.1,turquoise
XM_015815075.1,lightcyan
XM_015815076.1,royalblue
XM_015815077.1,blue
XM_015815079.1,turquoise
XM_015815080.1,turquoise
XM_015815082.1,turquoise
XM_015815083.1,greenyellow
XM_015815084.1,greenyellow
XM_015815085.1,blue
XM_015815087.1,darkred
XM_015815088.1,blue
XM_015815089.1,turquoise
XM_015815095.1,blue
XM_015815096.1,turquoise
XM_015815097.1,blue
XM_015815098.1,lightyellow
XM_015815099.2,blue
XM_015815100.1,darkred
XM_015815101.1,turquoise
XM_015815102.1,cyan
XM_015815103.1,red
XM_015815104.1,purple
XM_015815105.1,turquoise
XM_015815106.1,blue
XM_015815108.1,turquoise
XM_015815109.1,turquoise
XM_015815110.1,greenyellow
XM_015815111.1,turquoise
XM_015815112.1,turquoise
XM_015815113.1,turquoise
XM_015815114.1,blue
XM_015815115.1,blue
XM_015815116.1,lightgreen
XM_015815117.1,blue
XM_015815118.1,blue
XM_015815119.2,lightgreen
XM_015815123.1,purple
XM_015815124.1,lightgreen
XM_015815125.1,blue
XM_015815126.1,cyan
XM_015815127.1,turquoise
XM_015815130.1,black
XM_015815137.1,red
XM_015815138.1,blue
XM_015815140.1,turquoise
XM_015815141.1,blue
XM_015815142.1,turquoise
XM_015815143.1,turquoise
XM_015815145.1,blue
XM_015815146.1,blue
XM_015815147.1,blue
XM_015815148.1,blue
XM_015815149.1,red
XM_015815150.1,green
XM_015815153.1,lightcyan
XM_015815154.1,turquoise
XM_015815155.1,green
XM_015815156.1,salmon
XM_015815158.1,blue
XM_015815159.2,blue
XM_015815160.1,blue
XM_015815161.1,blue
XM_015815162.1,salmon
XM_015815163.1,green
XM_015815166.1,turquoise
XM_015815167.1,greenyellow
XM_015815168.1,lightyellow
XM_015815169.1,darkred
XM_015815171.2,blue
XM_015815173.1,cyan
XM_015815175.1,turquoise
XM_015815176.1,blue
XM_015815177.1,cyan
XM_015815178.1,turquoise
XM_015815179.1,greenyellow
XM_015815180.1,blue
XM_015815181.1,red
XM_015815182.1,blue
XM_015815183.1,blue
XM_015815184.1,blue
XM_015815185.1,blue
XM_015815186.1,blue
XM_015815188.1,lightgreen
XM_015815189.1,turquoise
XM_015815190.2,green
XM_015815192.2,blue
XM_015815194.1,blue
XM_015815196.1,lightgreen
XM_015815197.1,turquoise
XM_015815198.1,turquoise
XM_015815199.1,turquoise
XM_015815200.1,lightyellow
XM_015815201.1,turquoise
XM_015815202.1,green
XM_015815203.1,green
XM_015815206.1,turquoise
XM_015815207.1,greenyellow
XM_015815208.1,turquoise
XM_015815210.1,turquoise
XM_015815211.1,turquoise
XM_015815212.1,turquoise
XM_015815215.1,blue
XM_015815217.1,green
XM_015815218.1,turquoise
XM_015815219.1,blue
XM_015815224.1,blue
XM_015815225.1,cyan
XM_015815226.1,blue
XM_015815227.1,blue
XM_015815228.1,darkgreen
XM_015815229.1,greenyellow
XM_015815230.1,green
XM_015815232.1,blue
XM_015815233.1,darkred
XM_015815234.1,blue
XM_015815235.1,red
XM_015815236.1,turquoise
XM_015815237.1,blue
XM_015815238.1,green
XM_015815239.1,blue
XM_015815241.2,blue
XM_015815242.1,turquoise
XM_015815243.1,blue
XM_015815244.1,cyan
XM_015815245.1,green
XM_015815246.1,blue
XM_015815247.1,blue
XM_015815249.1,darkred
XM_015815250.1,purple
XM_015815253.1,turquoise
XM_015815255.1,turquoise
XM_015815256.2,turquoise
XM_015815258.1,turquoise
XM_015815259.2,blue
XM_015815262.1,turquoise
XM_015815263.1,greenyellow
XM_015815264.1,turquoise
XM_015815265.1,turquoise
XM_015815266.1,blue
XM_015815267.1,blue
XM_015815269.1,turquoise
XM_015815270.1,turquoise
XM_015815271.2,salmon
XM_015815272.1,cyan
XM_015815273.1,salmon
XM_015815275.1,turquoise
XM_015815276.1,purple
XM_015815277.1,turquoise
XM_015815278.1,lightgreen
XM_015815279.1,cyan
XM_015815280.1,darkred
XM_015815281.2,blue
XM_015815282.1,greenyellow
XM_015815283.1,turquoise
XM_015815284.1,turquoise
XM_015815285.1,red
XM_015815286.2,lightgreen
XM_015815288.2,turquoise
XM_015815293.2,grey60
XM_015815299.1,turquoise
XM_015815300.1,turquoise
XM_015815302.2,green
XM_015815303.1,lightgreen
XM_015815304.1,blue
XM_015815305.1,greenyellow
XM_015815306.1,turquoise
XM_015815307.1,cyan
XM_015815309.1,green
XM_015815310.1,blue
XM_015815311.1,purple
XM_015815312.1,grey60
XM_015815313.1,blue
XM_015815314.1,lightyellow
XM_015815315.1,blue
XM_015815316.1,cyan
XM_015815317.1,black
XM_015815318.1,turquoise
XM_015815319.1,darkred
XM_015815321.1,lightcyan
XM_015815323.1,red
XM_015815324.2,cyan
XM_015815326.1,turquoise
XM_015815327.1,lightgreen
XM_015815328.1,cyan
XM_015815329.2,turquoise
XM_015815330.1,greenyellow
XM_015815332.1,red
XM_015815333.1,greenyellow
XM_015815334.1,turquoise
XM_015815336.2,turquoise
XM_015815339.1,blue
XM_015815340.1,blue
XM_015815342.2,turquoise
XM_015815344.2,turquoise
XM_015815347.2,lightgreen
XM_015815348.1,blue
XM_015815349.1,turquoise
XM_015815350.1,black
XM_015815351.1,blue
XM_015815357.1,greenyellow
XM_015815358.1,turquoise
XM_015815359.1,blue
XM_015815360.1,cyan
XM_015815361.1,greenyellow
XM_015815362.1,cyan
XM_015815365.1,darkred
XM_015815368.1,lightgreen
XM_015815369.1,blue
XM_015815370.1,blue
XM_015815371.1,salmon
XM_015815373.1,turquoise
XM_015815374.1,lightcyan
XM_015815376.1,darkred
XM_015815379.1,lightyellow
XM_015815380.1,green
XM_015815381.1,blue
XM_015815382.1,cyan
XM_015815383.1,red
XM_015815384.2,darkred
XM_015815385.1,blue
XM_015815386.1,blue
XM_015815387.1,turquoise
XM_015815389.1,lightgreen
XM_015815390.1,blue
XM_015815391.2,greenyellow
XM_015815392.1,blue
XM_015815393.1,green
XM_015815394.2,green
XM_015815396.1,greenyellow
XM_015815397.1,greenyellow
XM_015815398.1,blue
XM_015815399.1,blue
XM_015815401.1,darkgreen
XM_015815402.1,purple
XM_015815404.2,greenyellow
XM_015815405.1,blue
XM_015815407.1,purple
XM_015815408.1,lightyellow
XM_015815409.1,greenyellow
XM_015815410.1,greenyellow
XM_015815411.2,greenyellow
XM_015815412.1,red
XM_015815413.1,blue
XM_015815414.1,greenyellow
XM_015815417.1,lightgreen
XM_015815419.1,turquoise
XM_015815420.2,greenyellow
XM_015815424.1,lightcyan
XM_015815426.1,green
XM_015815427.1,turquoise
XM_015815429.1,turquoise
XM_015815438.1,darkgreen
XM_015815439.2,purple
XM_015815440.1,turquoise
XM_015815444.1,turquoise
XM_015815445.1,greenyellow
XM_015815447.1,black
XM_015815448.1,green
XM_015815449.2,blue
XM_015815450.1,lightgreen
XM_015815451.1,lightgreen
XM_015815452.1,lightgreen
XM_015815453.1,greenyellow
XM_015815454.1,purple
XM_015815455.1,turquoise
XM_015815456.1,green
XM_015815457.1,blue
XM_015815458.2,lightcyan
XM_015815459.2,lightgreen
XM_015815460.1,darkred
XM_015815462.1,blue
XM_015815463.1,greenyellow
XM_015815464.1,greenyellow
XM_015815466.2,blue
XM_015815467.1,turquoise
XM_015815468.1,blue
XM_015815471.1,greenyellow
XM_015815474.1,darkred
XM_015815476.1,greenyellow
XM_015815485.1,turquoise
XM_015815487.1,turquoise
XM_015815490.1,turquoise
XM_015815491.1,turquoise
XM_015815494.2,blue
XM_015815496.1,greenyellow
XM_015815497.1,blue
XM_015815498.1,green
XM_015815499.1,turquoise
XM_015815500.1,blue
XM_015815501.1,turquoise
XM_015815503.2,purple
XM_015815505.2,greenyellow
XM_015815506.1,blue
XM_015815507.2,red
XM_015815509.1,turquoise
XM_015815510.1,greenyellow
XM_015815511.1,grey60
XM_015815512.1,lightyellow
XM_015815513.2,red
XM_015815514.2,blue
XM_015815515.2,turquoise
XM_015815516.1,red
XM_015815517.1,black
XM_015815518.1,black
XM_015815519.1,lightgreen
XM_015815520.1,black
XM_015815521.1,red
XM_015815522.1,black
XM_015815524.1,royalblue
XM_015815525.1,blue
XM_015815526.1,lightyellow
XM_015815527.1,royalblue
XM_015815528.2,purple
XM_015815530.1,turquoise
XM_015815531.1,cyan
XM_015815532.1,turquoise
XM_015815533.1,turquoise
XM_015815534.1,darkred
XM_015815535.1,black
XM_015815536.1,turquoise
XM_015815537.1,lightgreen
XM_015815538.1,greenyellow
XM_015815539.1,turquoise
XM_015815542.1,blue
XM_015815543.1,turquoise
XM_015815544.1,green
XM_015815545.1,blue
XM_015815546.2,turquoise
XM_015815549.1,blue
XM_015815550.1,lightcyan
XM_015815551.1,purple
XM_015815552.1,purple
XM_015815554.2,red
XM_015815555.1,cyan
XM_015815556.1,cyan
XM_015815557.1,blue
XM_015815558.2,red
XM_015815559.1,red
XM_015815560.1,purple
XM_015815561.1,cyan
XM_015815562.1,red
XM_015815563.1,red
XM_015815564.1,blue
XM_015815565.1,cyan
XM_015815567.1,cyan
XM_015815568.1,turquoise
XM_015815569.1,turquoise
XM_015815570.1,blue
XM_015815571.1,turquoise
XM_015815572.1,turquoise
XM_015815573.1,greenyellow
XM_015815574.1,blue
XM_015815575.1,red
XM_015815576.1,blue
XM_015815577.1,blue
XM_015815578.1,cyan
XM_015815579.1,purple
XM_015815580.1,lightgreen
XM_015815581.1,cyan
XM_015815582.1,blue
XM_015815584.1,red
XM_015815585.1,greenyellow
XM_015815586.1,cyan
XM_015815588.1,turquoise
XM_015815589.1,red
XM_015815590.1,red
XM_015815591.2,lightgreen
XM_015815595.1,blue
XM_015815597.2,black
XM_015815599.1,red
XM_015815600.1,turquoise
XM_015815601.1,blue
XM_015815602.1,cyan
XM_015815603.2,blue
XM_015815604.1,turquoise
XM_015815605.1,greenyellow
XM_015815607.2,darkgrey
XM_015815613.1,black
XM_015815617.1,lightgreen
XM_015815618.1,greenyellow
XM_015815619.1,red
XM_015815620.1,red
XM_015815622.1,black
XM_015815623.1,turquoise
XM_015815624.1,turquoise
XM_015815626.1,black
XM_015815629.1,turquoise
XM_015815630.1,blue
XM_015815631.1,green
XM_015815632.1,blue
XM_015815633.2,turquoise
XM_015815634.2,turquoise
XM_015815635.1,turquoise
XM_015815636.1,turquoise
XM_015815637.1,turquoise
XM_015815638.1,greenyellow
XM_015815639.1,turquoise
XM_015815643.1,greenyellow
XM_015815644.1,blue
XM_015815645.1,blue
XM_015815647.1,blue
XM_015815648.1,purple
XM_015815650.2,red
XM_015815653.1,turquoise
XM_015815654.1,lightcyan
XM_015815656.1,turquoise
XM_015815657.1,cyan
XM_015815658.2,turquoise
XM_015815659.1,blue
XM_015815660.1,red
XM_015815661.1,blue
XM_015815662.1,blue
XM_015815663.1,cyan
XM_015815666.1,darkred
XM_015815667.1,darkred
XM_015815668.1,darkred
XM_015815670.1,royalblue
XM_015815671.2,greenyellow
XM_015815672.2,cyan
XM_015815673.2,blue
XM_015815674.1,green
XM_015815675.1,blue
XM_015815677.2,lightcyan
XM_015815678.1,royalblue
XM_015815679.1,greenyellow
XM_015815684.1,blue
XM_015815688.2,black
XM_015815690.1,red
XM_015815693.1,turquoise
XM_015815695.2,turquoise
XM_015815696.1,turquoise
XM_015815697.1,cyan
XM_015815698.2,black
XM_015815700.1,turquoise
XM_015815701.1,turquoise
XM_015815702.2,red
XM_015815703.1,turquoise
XM_015815704.1,blue
XM_015815707.1,turquoise
XM_015815709.1,red
XM_015815710.1,blue
XM_015815711.1,red
XM_015815712.1,purple
XM_015815713.1,greenyellow
XM_015815714.1,turquoise
XM_015815715.1,turquoise
XM_015815716.2,green
XM_015815718.1,darkred
XM_015815719.1,blue
XM_015815720.1,cyan
XM_015815721.1,red
XM_015815723.1,blue
XM_015815724.1,purple
XM_015815725.1,turquoise
XM_015815726.1,turquoise
XM_015815730.1,darkred
XM_015815731.1,red
XM_015815734.1,lightcyan
XM_015815735.1,blue
XM_015815736.1,blue
XM_015815739.1,cyan
XM_015815740.1,turquoise
XM_015815741.1,turquoise
XM_015815743.1,turquoise
XM_015815744.1,cyan
XM_015815745.1,blue
XM_015815749.1,greenyellow
XM_015815750.1,blue
XM_015815751.1,turquoise
XM_015815752.1,green
XM_015815754.1,grey60
XM_015815755.2,turquoise
XM_015815758.1,greenyellow
XM_015815760.2,greenyellow
XM_015815762.1,purple
XM_015815770.1,greenyellow
XM_015815771.1,darkgreen
XM_015815773.1,greenyellow
XM_015815774.1,greenyellow
XM_015815775.1,greenyellow
XM_015815776.2,greenyellow
XM_015815777.1,lightgreen
XM_015815780.1,lightyellow
XM_015815781.2,blue
XM_015815783.1,blue
XM_015815785.2,greenyellow
XM_015815786.1,turquoise
XM_015815788.1,blue
XM_015815790.1,greenyellow
XM_015815793.1,turquoise
XM_015815794.1,turquoise
XM_015815797.1,turquoise
XM_015815800.2,greenyellow
XM_015815803.1,purple
XM_015815805.1,blue
XM_015815806.1,turquoise
XM_015815807.1,greenyellow
XM_015815808.1,greenyellow
XM_015815810.2,turquoise
XM_015815811.1,lightcyan
XM_015815814.2,purple
XM_015815815.1,blue
XM_015815816.1,cyan
XM_015815817.1,cyan
XM_015815819.1,blue
XM_015815820.1,blue
XM_015815821.1,blue
XM_015815822.1,blue
XM_015815824.2,blue
XM_015815825.1,blue
XM_015815827.1,red
XM_015815829.1,black
XM_015815830.1,black
XM_015815831.1,blue
XM_015815832.1,black
XM_015815833.1,black
XM_015815834.1,greenyellow
XM_015815835.1,black
XM_015815836.1,black
XM_015815840.2,turquoise
XM_015815841.2,turquoise
XM_015815844.1,turquoise
XM_015815845.1,turquoise
XM_015815847.1,turquoise
XM_015815849.1,green
XM_015815850.1,blue
XM_015815851.1,red
XM_015815852.1,blue
