target_id,Pm_1_f,Pm_2_f,Pm_3_m,Pm_4_f
XM_015815632.1,8,3,9,8472
XM_015815633.2,0,0,1641,4
XM_015815634.2,1,4,0,6737
XM_015815635.1,0,0,0,0
XM_015815636.1,64,0,0,1
XM_015815637.1,0,0,5644,0
XM_015815638.1,2,2,0,1
XM_015815639.1,148650,77,390333,123272
XM_015815640.2,1,0,33,2
XM_015815643.1,2,0.118068,10.2742,0.0508763
XM_015815644.1,0,0.881932,4932.73,4.94912
XM_015815645.1,0,0,848.846,0
XM_015815647.1,373,2,2390.96,6
XM_015815648.1,3,2,3252,2402
XM_015815649.1,0,0,0,0
XM_015815650.2,3,7,6944,2
XM_015815652.1,0,0,0,0
XM_015815653.1,0,0,1252,1
XM_015815654.1,0,0,0,0
XM_015815655.1,0,0,0,0
XM_015815656.1,0,0,0,0
XM_015815657.1,330,4,2828,62
XM_015815658.2,0,0,0,0
XM_015815659.1,0,0,874,0
XM_015815660.1,0,0,22.1294,0
XM_015815661.1,57,0,259,1
XM_015815662.1,4,2,17,9226
XM_015815663.1,0,0,3,1
XM_015815665.1,0,0,1,1
XM_015815666.1,5,8,7231.07,2353
XM_015815667.1,0,0,3081.93,0
XM_015815668.1,6,7,9870,9586
XM_015815669.1,0,0,0,0
XM_015815670.1,1,1,4,3
XM_015815671.2,0,2,1926,0
XM_015815672.2,0,2.11E-07,0,0
XM_015815673.2,2,2,2,0
XM_015815674.1,0,0,1,0
XM_015815675.1,10,0,4514,5
XM_015815677.2,0,0,0,0
XM_015815678.1,0,0,0,0
XM_015815679.1,0,0,60,3
XM_015815680.1,0,0,0,0
XM_015815683.2,0,0,0,0
XM_015815684.1,0,0,1,0
XM_015815685.1,0,0,0,0
XM_015815688.2,2,1,1,0
XM_015815690.1,0,0,0,0
XM_015815692.1,0,0,0,0
XM_015815693.1,0,0,0,0
XM_015815694.1,0,0,0,0
XM_015815695.2,0,0,21.8706,0
XM_015815696.1,2,0,1,0
XM_015815697.1,3,2,5,62
XM_015815698.2,0,0,1,0
XM_015815700.1,0,0,0,0
XM_015815701.1,2,0,1464,2
XM_015815702.2,2,0,2380,6
XM_015815703.1,3.99998,2.99309,5005.92,14274.9
XM_015815704.1,2.32E-05,0.00690649,0.0798816,0.0644708
XM_015815705.1,0,0,0,0
XM_015815706.1,0,0,0,0
XM_015815707.1,0,0,1,0
XM_015815709.1,6,3.46169,885,2.47952
XM_015815710.1,0,3.53831,0,2.52048
XM_015815711.1,0,3,288,651
XM_015815712.1,5,10,6888,3861
XM_015815713.1,0,0.000154275,5102,11564.3
XM_015815714.1,0,0.783467,0,0
XM_015815715.1,111,0.216379,0,8.73363
XM_015815716.2,4,5,925,3972
XM_015815718.1,0,0,56,0
XM_015815719.1,0,0,0,0
XM_015815720.1,2,3,7198,3
XM_015815721.1,0,0,0,0
XM_015815723.1,0,0,1.00084,0
XM_015815724.1,1966,5,6,5821
XM_015815725.1,1,0,873,0
XM_015815726.1,2,3,995,4
XM_015815727.2,0,0,0,0
XM_015815730.1,0,0,1,0
XM_015815731.1,0,1,1,0
XM_015815732.1,0,0,0,0
XM_015815733.1,0,0,0,0
XM_015815734.1,0,0,0,0
XM_015815735.1,611,20,10718,97531
XM_015815736.1,3,4,6439,274
XM_015815739.1,0,0,39.626,0
XM_015815740.1,1,1,522.374,7
XM_015815741.1,19,16,10206,11620
XM_015815743.1,3,1,45,54
XM_015815744.1,1,3,6840,7797
XM_015815745.1,0,0,0,2119
XM_015815749.1,1,0,1815,16
XM_015815750.1,0,0,0,0
XM_015815751.1,0,0,0,1
XM_015815752.1,0,0,1,2
XM_015815754.1,0,0,0,0
XM_015815755.2,4,2,2335,3
XM_015815757.1,0,0,0,0
XM_015815758.1,1,0,539,0
XM_015815759.1,0,0,0,0
XM_015815760.2,1,0,1864,4
XM_015815762.1,1,0,79,0
XM_015815763.1,0,0,624,1
XM_015815764.1,0,0,0,0
XM_015815766.1,0,0,0,0
XM_015815768.1,0,0,0,0
XM_015815769.1,0,0,0,0
XM_015815770.1,0,1,405,0
XM_015815771.1,0,0,2047,2
XM_015815772.1,0,0,0,0
XM_015815773.1,0,1,38,1
XM_015815774.1,1,0,7,0
XM_015815775.1,0,0,0,263
XM_015815776.2,7,7,3192,1972
XM_015815777.1,0,0,0,0
XM_015815778.2,0,0,0,2
XM_015815779.1,0,0,584.287,1
XM_015815780.1,10,14,3234,18
XM_015815781.2,0,0,0,0
XM_015815783.1,0,0,0,0
XM_015815784.1,0,0,0,0
XM_015815785.2,0,1,2,0
XM_015815786.1,0,0,0,0
XM_015815788.1,0,1,0,0
XM_015815789.2,0,0,0,0
XM_015815790.1,0,0,5,0
XM_015815791.1,0,0,0,0
XM_015815792.1,0,0,0,1
XM_015815793.1,0,0,2764,0
XM_015815794.1,1114,0,690,0
XM_015815795.1,0,0,0,0
XM_015815796.1,0,0,0,0
XM_015815797.1,2,2,1374,2
XM_015815798.1,0,0,0,0
XM_015815799.1,0,0,0,0
XM_015815800.2,0,0,0,0
XM_015815801.1,0,0,0,1
XM_015815802.1,0,0,0,0
XM_015815803.1,1,1,1297,5
XM_015815804.1,0,0,0,0
XM_015815805.1,0,0,151,0
XM_015815806.1,0,0,0,793
XM_015815807.1,2,2,4,0
XM_015815808.1,0,0,0,0
XM_015815810.2,1.06752,0,33.0131,0
XM_015815811.1,0,0,0,0
XM_015815812.1,1,0,0,0
XM_015815813.1,0,0,0,0
XM_015815814.2,1,3,2943,3
XM_015815815.1,1,2,26,1
XM_015815816.1,1,0,5,527
XM_015815817.1,3,1,7194,2
XM_015815818.2,0,0,0,0
XM_015815819.1,0,0,847,1
XM_015815820.1,0,0,1,0
XM_015815821.1,1,1,0,3
XM_015815822.1,0,0,1,1
XM_015815824.2,0,0,0,0
XM_015815825.1,0,1,0,1
XM_015815827.1,3,2,3378,9
XM_015815828.1,0,0,0,0
XM_015815829.1,0,0,0,0
XM_015815830.1,0,0,0,0
XM_015815831.1,0,0,0,0
XM_015815832.1,253.418,0,0,0
XM_015815833.1,0,0,2.84853,0
XM_015815834.1,2727.58,9,8672.07,3318.02
XM_015815835.1,0,0,0,0
XM_015815836.1,1.00444,0,1416.08,810.983
XM_015815838.1,1,1,2,0
XM_015815840.2,0,0,3,1
XM_015815841.2,0,0,1,2011.77
XM_015815844.1,0,0,0,0
XM_015815845.1,1813,1,1,4
XM_015815846.1,0,0,0,0
XM_015815847.1,564,10,4228,22
XM_015815848.1,1,0,1,1
XM_015815849.1,0,0,3,0
XM_015815850.1,1,2,2,0
XM_015815851.1,1,2,5987,3
XM_015815852.1,0,0,0,0
XM_015815853.1,1,0,2859,1
XM_015815854.1,11725,4,587.515,6
XM_015815855.1,0,0,2.48531,0
XM_015815856.1,4,5,2864,7
XM_015815857.1,0,0,0,0
XM_015815858.1,2,3,8865,6
XM_015815860.2,2,10,6423,1855
XM_015815861.1,0,0,0,0
XM_015815862.1,0,1,141,0
XM_015815863.1,3,1,5300,3
XM_015815864.1,0,0,0,0
XM_015815866.1,0,1,0,0
XM_015815867.1,0,0,0,0
XM_015815868.1,0,0,0,0
XM_015815870.1,3,3,5,6
XM_015815871.1,3,0,2370,1
XM_015815872.1,1,1,1107,9679
XM_015815874.2,0,0,0,0
XM_015815875.1,3,6,7,9088
XM_015815876.1,0,0,0,0
XM_015815878.1,0,0,0,1
XM_015815879.2,2,2,630,4
XM_015815880.1,1,0,0,0
XM_015815881.1,4,0,1,2
XM_015815882.1,8.63E-05,0.017019,0.0727658,0
XM_015815883.1,2.99991,2.98298,1050.93,0
XM_015815884.1,3,0,3977.58,2
XM_015815885.1,0,0,2541.42,0
XM_015815887.1,0,0,34,0
XM_015815888.1,0,0,0,0
XM_015815889.1,2,0,2591,4
XM_015815890.1,241,2,2293,0
XM_015815891.1,0,0,0,3
XM_015815892.1,0,0,0,0
XM_015815893.1,0,0,0,0
XM_015815894.1,0,0,0,0
XM_015815896.1,3,0,8348,7
XM_015815897.1,1,2.46368,2912.95,3.31947
XM_015815898.1,10403,2.53632,1505.05,7.68053
XM_015815899.1,0,0,1,0
XM_015815900.1,5,4,3169,5
XM_015815901.1,2,2,1458.8,258
XM_015815902.1,0,0,0,0
XM_015815903.1,2,3,2809,1743
XM_015815904.1,0,0,0,0
XM_015815905.1,11,11,14479,17015
XM_015815906.1,0,0,0,0
XM_015815907.1,4,5,4546,17919
XM_015815908.1,0,0,0,0
XM_015815909.1,0,0,1460,0
XM_015815910.1,3,2,805,4
XM_015815911.1,0,0,3805,0
XM_015815912.2,1,1,0,7
XM_015815913.2,0,0,120,0
XM_015815915.1,1,0,1157,1
XM_015815916.1,2,0,1521,2
XM_015815917.1,1,3,8,3
XM_015815918.1,1,1,0,2
XM_015815919.1,587,2,4151,2
XM_015815920.1,0,0,0,0
XM_015815921.1,0,0,0,0
XM_015815923.1,4,1,4708,2
XM_015815924.1,4,3,6,5617
XM_015815925.1,1,1,1861,2
XM_015815926.1,0,0,0,0
XM_015815927.1,0,0,0,0
XM_015815929.1,0,0,29,0
XM_015815930.1,1,0,0,2
XM_015815931.1,0,0,0,0
XM_015815932.1,12,5,6915,10541
XM_015815933.1,0,0,0,0
XM_015815934.2,0,0,0,1
XM_015815935.1,0,0,0,0
XM_015815936.1,0,0,129,1
XM_015815937.1,0,0,0,0
XM_015815939.1,0,0,0,0
XM_015815940.1,0,0,1,1
XM_015815944.2,0,0,1,0
XM_015815946.1,0,0,1,0
XM_015815947.1,2,0,781,1
XM_015815948.1,0,1,1,2
XM_015815950.1,0,1,0,1
XM_015815951.1,0,0,0,0
XM_015815954.1,0,0,0,0
XM_015815955.1,0,0,0,0
XM_015815956.1,0,0,199,0
XM_015815957.1,0,0,0,0
XM_015815958.1,0,0,4,1
XM_015815960.1,0,0,0,0
XM_015815961.2,1,0,2,5077
XM_015815962.1,0,3,5,1
XM_015815963.1,1,0,0,0
XM_015815964.1,0,1,3,2
XM_015815965.1,3,1,1,1
XM_015815966.1,4,1,65,3
XM_015815967.1,0,0,0,0
XM_015815968.1,2,2,167,0
XM_015815969.1,1,0,0,0
XM_015815970.1,1,2,17,0
XM_015815972.2,4,8,14960,798
XM_015815973.1,0,0,0,0
XM_015815974.1,1,0,2,1
XM_015815975.2,26466,19,14022,8508
XM_015815976.2,0,0,0,0
XM_015815979.1,2,1,3,4
XM_015815980.1,0,0,1,0
XM_015815981.1,0,0,0,0
XM_015815982.1,0,0,0,0
XM_015815983.2,5,2,8370,3
XM_015815985.1,1,1,6,0
XM_015815987.1,5056,36,1121,39807
XM_015815988.2,0,0,740,1
XM_015815989.1,0,0,0,0
XM_015815990.1,0,0,1,0
XM_015815991.1,5,3,5074,13
XM_015815993.1,0,1,100,3
XM_015815994.2,1,0,2208,5548
XM_015815995.2,2.14761,0,282,3
XM_015815996.1,0,0,0,0
XM_015815999.1,0,0,1,2
XM_015816000.1,0,0,0,0
XM_015816001.2,11,6,5934,15
XM_015816002.2,0,0,0,0
XM_015816003.2,5,1,2,3511
XM_015816004.2,0,0,0,0
XM_015816005.1,5,2,127,1889
XM_015816006.1,0,2.03E-08,0,0
XM_015816007.1,1,1,508,1
XM_015816008.1,0,2,0,0
XM_015816009.1,278,0,6887,97
XM_015816010.1,0,0,1,1
XM_015816011.1,0,0,0,0
XM_015816012.1,0,0,0,0
XM_015816013.1,11,15,8933,19641
XM_015816014.1,1.31939,2,2870.88,2.00375
XM_015816015.1,7,5,1861.66,263.199
XM_015816016.1,1,0,1,0
XM_015816017.1,2,1,1,0
XM_015816018.1,0,0,1,1
XM_015816020.1,4,3,3784,1217
XM_015816021.1,3,1,5269,5
XM_015816025.1,0,0,0,0
XM_015816030.1,0,2,6357,3
XM_015816031.1,0,0,1.43893,5.11666
XM_015816032.1,3,5,8992,6
XM_015816033.1,24,5,5277,14
XM_015816035.1,4,2,5666,4990
XM_015816036.1,0,0,0,1
XM_015816037.1,0,0,1108,0
XM_015816038.1,0,0,610.57,0
XM_015816039.1,0,0,81.4296,0
XM_015816040.1,0,0,0,1
XM_015816041.1,6,4,2825,1
XM_015816042.1,1,1,3813,5
XM_015816043.1,1,0,0,1
XM_015816044.1,4823,3,1613,10999
XM_015816045.1,0,0,0,0
XM_015816046.1,3,0,99,2
XM_015816048.1,3,0,1669,0
XM_015816049.1,0,0,0,0
XM_015816050.1,0,0,0,0
XM_015816051.1,0,0,0,0
XM_015816053.1,0,0,0,0
XM_015816054.1,3,0,0,0
XM_015816055.1,0,9,0,0
XM_015816056.1,0,0,1256,8481
XM_015816057.2,0,0,0,0
XM_015816058.2,0,0,2,2725
XM_015816059.1,0,0,0,0
XM_015816060.2,0,0,0,0
XM_015816061.1,0,0.061966,6261.37,0.00146009
XM_015816062.1,0,1.93803,5.63093,4.99854
XM_015816063.1,0,0,0,1
XM_015816064.1,32655.4,28.5421,72529.5,17058.3
XM_015816065.1,0,0,0,0
XM_015816066.1,5214,3,3,8
XM_015816067.1,3,7,3180,8
XM_015816068.1,4,1,3111,5
XM_015816069.1,6873,13.4841,29398,1284.99
XM_015816070.1,838.4,10.2806,24029.3,2669.15
XM_015816071.2,130.35,20.0297,3386.16,113.126
XM_015816072.2,52.5433,8.58698,529.485,10.9873
XM_015816073.1,275180,302.05,679677,223493
XM_015816074.1,111591,92.4331,135914,107607
XM_015816075.1,6230.52,5.06992,13756.6,3272.99
XM_015816076.2,6359.68,20.3756,5965.08,25.8076
XM_015816078.1,15686.6,10.4782,23934.7,10643.9
XM_015816079.1,0,0,3.00552,0
XM_015816080.1,0,0,1,1
XM_015816082.1,0,0,0,0
XM_015816084.1,0,0,0,0
XM_015816085.1,30921.2,51,37200.2,10633.2
XM_015816086.1,0,0,0,0
XM_015816087.2,7467.11,20,10534.5,440.864
XM_015816088.2,2.40114,0,5377.2,1880.43
XM_015816089.1,0,0,1,0
XM_015816090.2,0,0,0,0
XM_015816091.1,0,0,0,0
XM_015816092.1,0,0,0,0
XM_015816093.1,0,0,0,0
XM_015816094.1,0,0,0,0
XM_015816095.1,0,0,0,0
XM_015816096.1,0,0,0,0
XM_015816097.2,0,0,0,0
XM_015816098.1,0,0,0,0
XM_015816099.1,0,0,0,0
XM_015816100.1,0,0,0,0
XM_015816101.1,0,0,0,0
XM_015816102.1,0,0,0,0
XM_015816103.1,0,0,0,0
XM_015816104.1,0,0,0,0
XM_015816105.1,0,0,0,0
XM_015816106.1,0,0,0,0
XM_015816107.1,0,0,0,0
XM_015816109.1,0,0,0,0
XM_015816110.1,0,0,0,0
XM_015816111.1,0,0,0,0
XM_015816112.1,0,0,0,0
XM_015816114.1,0,0,0,0
XM_015816115.2,0,0,0,0
XM_015816117.1,0,0,0,0
XM_015816118.1,0,0,0,0
XM_015816119.1,1,2,0,0
XM_015816120.1,0,0,0,0
XM_015816121.1,0,0,0,0
XM_015816123.1,0,0,0,0
XM_015816124.1,0,0,0,0
XM_015816125.2,0,0,0,0
XM_015816126.1,0,0,0,0
XM_015816127.1,0,0,0,0
XM_015816128.1,0,0,0,0
XM_015816129.1,0,0,0,0
XM_015816130.1,7576,16,9564,6801
XM_015816131.1,0,0,0,0
XM_015816132.2,0,0,0,0
XM_015816133.1,0,0,0,0
XM_015816134.1,0,0,0,0
XM_015816135.1,0,0,0,0
XM_015816136.1,0,1,243,0
XM_015816137.1,1,0,80,49
XM_015816138.2,1,0,3,4
XM_015816139.1,8,0,174.049,10
XM_015816140.2,20550.9,8,891,2834
XM_015816141.1,0,6,2460.95,0
XM_015816142.1,0,0,0,0
XM_015816143.2,0,0,0.0224908,0
XM_015816144.1,0,0,2702.44,25.2405
XM_015816145.1,0,0,1940,0
XM_015816146.1,1,0,0,1
XM_015816147.1,2,2,5542,6
XM_015816150.1,0,0,0,0
XM_015816151.2,0,0,0,0
XM_015816152.1,0,0,0,0
XM_015816153.1,2,3,297,4
XM_015816154.1,4,4,1369,4560
XM_015816155.1,4,4,431.601,20352
XM_015816156.1,2,2,2422,6
XM_015816157.1,7.88E-06,0.00252615,0.0445996,4.35E-05
XM_015816158.1,4,0,2344,6
XM_015816159.1,0,0,0,0
XM_015816160.1,5,4,360,4
XM_015816162.1,0,0,0,0
XM_015816164.1,0,0,0,0
XM_015816165.1,13179,7.61026,4257.66,7.38021
XM_015816166.1,0,0,0,0
XM_015816167.1,0,0,0,0
XM_015816168.1,0,0,0,0
XM_015816169.1,0,0,0,0
XM_015816170.2,0,1,3,1
XM_015816172.1,0,0,0,0
XM_015816173.1,0,0,0,0
XM_015816174.1,1,0,20,0
XM_015816175.1,0,0,0,0
XM_015816176.1,0,0,0,0
XM_015816177.1,0,0,0,0
XM_015816179.1,0,0,0,0
XM_015816180.1,0,0,1193,0
XM_015816181.1,3,3,224,6
XM_015816182.1,0,0,1,0
XM_015816183.1,0,1,1004,2
XM_015816184.1,0,0,0,0
XM_015816185.1,0,0,0,0
XM_015816186.1,0,0,0,0
XM_015816187.2,0,0,0,0
XM_015816188.2,0,0,0,0
XM_015816189.1,0,0,1,0
XM_015816190.2,0,0,0,0
XM_015816191.1,0,0,3,7
XM_015816193.1,1,2,4,6588
XM_015816195.1,8803,7,530,17928
XM_015816196.1,0,0,626,224
XM_015816197.1,2,1,256,8
XM_015816199.1,3,1,98,2
XM_015816200.2,0,1,2290,2
XM_015816201.2,0,1,0,0
XM_015816202.1,2,1,3,9310
XM_015816203.1,5649,0,7998,2102
XM_015816204.1,0,1,0,0
XM_015816205.1,0,0,0,0
XM_015816206.1,0,0,0,1
XM_015816207.1,0,1,3169,38
XM_015816208.1,0,0,0,0
XM_015816210.2,273,6,7190,8992
XM_015816211.1,0,1,4215,2
XM_015816212.1,4,0.00121097,4581,9.83E-05
XM_015816213.1,0,1.99879,0,632
XM_015816214.1,3,1,1906,3
XM_015816215.1,0,0,0,0
XM_015816216.1,0,0,0,0
XM_015816217.1,0,0,0,0
XM_015816218.1,0,0,0,0
XM_015816219.1,3,0,44,1
XM_015816220.1,1.1285,1,466.143,4.28053
XM_015816221.1,0,0,0,0
XM_015816224.1,3,1,1344,100.234
XM_015816225.1,0,0,0,0
XM_015816226.1,0,0,0,0
XM_015816227.1,0,0,243,0
XM_015816228.2,0,2,3,0
XM_015816229.1,0,0,0,0
XM_015816230.1,0,2,4,3448
XM_015816231.1,0,4.48117,2196.25,16408.1
XM_015816232.1,3.95839,0,0,53.6272
XM_015816233.1,6,2,7602,8
XM_015816234.2,0,0,448,0
XM_015816236.1,0,0,0,0
XM_015816237.1,16484,1,9,6
XM_015816238.1,0,2.38974,0,4.61979
XM_015816241.2,0,0,0,0
XM_015816242.1,0,0,0,0
XM_015816243.1,0,0,0,0
XM_015816244.2,0,0,0,0
XM_015816245.1,2,1,2387,85
XM_015816246.1,2,4,9783,5036
XM_015816247.1,30312,128,121648,164151
XM_015816248.1,3877,8,8272,9288
XM_015816249.1,0,0,0,0
XM_015816250.1,0,0,0,0
XM_015816251.1,0,0,0,0
XM_015816252.1,0,0,0,0
XM_015816253.1,0,0,0,0
XM_015816254.1,0,1,375,0
XM_015816255.1,1,1,804,1
XM_015816256.1,0,0,1955.63,0
XM_015816257.1,6,9,6003.37,23835
XM_015816258.2,3.72117,3.91963,2176.26,2.80122
XM_015816259.1,0.278835,1.08037,202.735,0.198784
XM_015816260.1,0,0,0,0
XM_015816261.1,0,0,0,0
XM_015816262.2,0,1,81,1
XM_015816263.1,0,0,0,0
XM_015816264.1,0,0,1,0
XM_015816265.1,1,1,2087,5
XM_015816266.1,6,0,93,2
XM_015816267.1,0,0,0,0
XM_015816268.1,0,0,64,0
XM_015816269.1,4,9,4919,8687
XM_015816270.1,0,0,1,0
XM_015816271.1,1,0,0,2
XM_015816273.1,0,0,0,1
XM_015816276.1,0,0,0,0
XM_015816277.1,0,0,0,0
XM_015816281.1,0,1,0,0
XM_015816282.1,0,1,2,0
XM_015816283.1,0,0,0,0
XM_015816284.2,0,0,0,0
XM_015816285.1,0,0,0,0
XM_015816286.1,0,0,0,0
XM_015816287.1,0,1,11,1
XM_015816288.1,0,0,0,0
XM_015816289.1,0,0,0,0
XM_015816290.1,4,3,6277,2724
XM_015816291.1,2,2,109,6
XM_015816292.1,0,0,0,0
XM_015816293.1,3,2,1866,2
XM_015816294.2,0,0,0,0
XM_015816295.1,0,0,0,0
XM_015816296.1,0,0,0,1
XM_015816297.2,0,0,2517,4
XM_015816298.1,1,0,5,113
XM_015816299.1,1.82142,0,0,0
XM_015816300.1,0,0,207.784,2
XM_015816301.1,2.17858,0,0,0
XM_015816302.1,0,0,756.216,0
XM_015816303.1,0,0,0,0
XM_015816305.1,0.000615738,0,0,0
XM_015816307.1,0,0,0,1
XM_015816308.1,4.92887,3,658,1
XM_015816309.1,1,0,0,1331
XM_015816310.1,0,0,0,0
XM_015816311.1,0,1,0,2
XM_015816312.1,0,0,0,1
XM_015816313.1,0,0,0,0
XM_015816314.2,0,0,0,0
XM_015816315.2,0.546391,122.885,12155.9,15279.3
XM_015816316.2,0.682078,137.541,0,0
XM_015816317.2,15330.9,22324.4,2.52E-08,0
XM_015816318.2,0,0,0,3249.94
XM_015816319.1,0,0,0,0
XM_015816320.1,0,2,5,1
XM_015816321.1,4450,23,14664,20877
XM_015816322.2,0,0,0,0
XM_015816323.1,1.99938,0,0,0
XM_015816324.1,0,0,0,1
XM_015816326.1,0,0,0,0
XM_015816327.1,28,24,32594,6168
XM_015816328.1,5,6,13805,9
XM_015816329.2,0,4.51E-05,0.0021209,111.293
XM_015816330.2,6.52E-05,0.0200785,116.01,1705.71
XM_015816331.2,5.99993,6.97988,1105.99,0
XM_015816332.1,1,0,229,452
XM_015816333.1,15043,2,6,1
XM_015816334.1,0,0,0,0
XM_015816335.1,0,0,2,3
XM_015816336.1,0,0,0,0
XM_015816338.1,0,0,0,1
XM_015816339.1,0,0,1598.75,1
XM_015816340.1,0,0,415.458,0
XM_015816341.1,1,0,650,0
XM_015816342.1,203,0,2,0
XM_015816343.2,0,0,0,0
XM_015816344.1,0,1,0,1
XM_015816346.1,0,0,0,0
XM_015816347.1,0,0,0,0
XM_015816348.1,4,1,80,1
XM_015816349.1,0,0,0,1
XM_015816352.1,11851,6,759,5636
XM_015816353.1,0,0,0,1
XM_015816354.2,0,0,0,0
XM_015816355.1,5,2,8,10
XM_015816356.1,10,6,1226,2125
XM_015816357.1,4,1,307,7
XM_015816358.2,0,0,1.00057,0
XM_015816359.1,0,0,0,0
XM_015816360.1,23,6,19458,22
XM_015816361.1,0,0,2,8
XM_015816362.1,2,0,494,0
XM_015816363.2,0,0,0,0
XM_015816364.1,0,0,0,0
XM_015816367.1,0,0,1,201
XM_015816368.2,2250,2,11,7
XM_015816369.1,11,13,10683,156
XM_015816370.1,0,0,0,0
XM_015816371.2,0,1,3423.46,1296
XM_015816372.1,1,0,2189,4
XM_015816373.1,0,0,0,0
XM_015816374.1,0,0,0,0
XM_015816375.1,3.00661,0,1150.3,5.27546
XM_015816376.2,430.993,1,1156.7,49.7245
XM_015816377.2,0,0,2,0
XM_015816378.2,1,0,9,5
XM_015816379.1,0,0,0,0
XM_015816380.1,1,1,880,5
XM_015816381.1,0,0.391433,0,0
XM_015816382.1,0,0.108541,0,1145.13
XM_015816383.2,0,0,0,0
XM_015816384.1,0,0,0,0
XM_015816385.2,2,2,1228.18,3
XM_015816386.1,1,0,0,0
XM_015816387.1,0,0,1,1
XM_015816388.2,0,0,2,0
XM_015816390.1,0,0,2384.32,0
XM_015816393.1,0,0,0,0
XM_015816394.1,3,5,1783,9
XM_015816395.1,0,0,0,0
XM_015816396.1,0,0,0,1
XM_015816397.1,0,0,0,0
XM_015816398.1,0,0,0,0
XM_015816399.2,0,0,0,0
XM_015816400.1,0,0,0,0
XM_015816401.1,0,0,506.848,44.4809
XM_015816402.1,0,0,0,0
XM_015816403.2,17,18,16656,34348
XM_015816404.1,1,0,1,2
XM_015816405.1,0,0,0,0
XM_015816406.1,4.84087,6,6306.73,24.1463
XM_015816407.1,2.15913,0,1966.27,5839.85
XM_015816408.1,0,1,30,0
XM_015816409.1,0,0,0,0
XM_015816410.1,162609,229091,25523.8,61346.6
XM_015816411.1,1,5,2026,1
XM_015816412.1,2,4,6,2
XM_015816414.1,1,0,0,0
XM_015816415.1,0,0,0,0
XM_015816416.1,0,0,0,0
XM_015816417.2,0,0,0,0
XM_015816418.1,0,0,0,0
XM_015816419.2,0,0,0,0
XM_015816420.2,0,0,1,0
XM_015816421.1,0,0,1,2
XM_015816422.1,0,0,1970,2
XM_015816424.1,0,1,0,0
XM_015816426.1,2,0,2,2
XM_015816427.1,0,0,0,0
XM_015816430.1,0,0,1,1
XM_015816431.1,0,1,0,0
XM_015816432.1,0,0,2411.33,2
XM_015816433.1,0,0,0,0
XM_015816434.1,0,0,61,1
XM_015816435.1,0,0,93,1
XM_015816436.1,1,1,831,6
XM_015816437.1,0,1.87E-06,0,51.1091
XM_015816438.1,0,0.0454979,0.00393925,1.12189
XM_015816439.1,0,0.9545,0.996061,533.769
XM_015816440.1,0,0,0,0
XM_015816442.1,69202,57,52952,36794
XM_015816443.1,2,3,2604.53,5
XM_015816444.1,0,0,0,0
XM_015816446.1,0,0,0,0
XM_015816448.2,0,0,42,0
XM_015816449.1,2,1,1,70
XM_015816450.1,3,3,1087,8
XM_015816451.1,0,0,0,0
XM_015816452.1,0,1,0,0
XM_015816453.1,0,0,0,0
XM_015816455.1,0,0,0,0
XM_015816456.1,0,0,0,0
XM_015816457.1,2,1,2563,2
XM_015816458.1,0,2,2,8
XM_015816459.1,66.1526,5.0001,912.827,1007.93
XM_015816460.1,564,11,4282,702
XM_015816461.1,1,4,1,1544.98
XM_015816462.1,0,0,0,0
XM_015816463.1,0,0,0,0
XM_015816464.1,0,0,0,0
XM_015816465.1,0,0,7.01869,0
XM_015816466.1,0,0,858,4
XM_015816467.1,0,0,0,0
XM_015816468.1,0,0,0,0
XM_015816469.1,0,0,0,0
XM_015816470.1,0,0,1,0
XM_015816471.1,0,0,0,0
XM_015816472.1,0,0,0,0
XM_015816473.1,1,0,4,0
XM_015816474.1,0,0,0,0
XM_015816475.1,0,0,0,0
XM_015816476.1,0,0,0,0
XM_015816478.1,2,1,1755,2
XM_015816480.1,0,0,0,0
XM_015816481.2,2,1,20,2
XM_015816482.1,0,0,0,0
XM_015816483.1,0,0,1,0
XM_015816484.2,48.6945,0,9116,25600
XM_015816485.1,699.305,18,0,17.0006
XM_015816488.1,0,0,0,0
XM_015816489.1,1,0,2817,1
XM_015816490.2,3,0,2606,2
XM_015816491.1,3,0,2,0
XM_015816492.1,0,1.22351,50.7322,378.531
XM_015816493.1,28276,8.77649,1917.27,2070.47
XM_015816494.1,561,3,2099,5517
XM_015816495.1,0,0,0,0
XM_015816497.1,3,2,54,0
XM_015816498.1,0,0,0,0
XM_015816499.1,1,2,3,9319
XM_015816500.1,0,0,239.509,0
XM_015816501.1,0,0,0,0
XM_015816502.1,914,0,434.491,6461
XM_015816504.1,1,1,2,2
XM_015816505.1,1,1,2624,3
XM_015816506.1,0,0,0,0.500769
XM_015816507.1,0,0,0,1
XM_015816508.2,224,6,7376,16439
XM_015816509.1,2,1,12299,4
XM_015816510.1,0,0,2656.74,0
XM_015816511.2,2,2,643,6
XM_015816512.1,3.55351,3,0,11
XM_015816513.1,6.44649,0,3700.26,0
XM_015816514.1,0.000378089,0,0.010396,0.000315344
XM_015816515.1,0.961309,0,13.6743,0.94051
XM_015816516.1,0.134787,0,2.26155,0.126701
XM_015816517.1,3,1,1428,3
XM_015816518.1,0,0,1,1
XM_015816519.1,0,0,0,0
XM_015816520.1,0,0,1,0
XM_015816521.1,0,0,0,0
XM_015816522.2,0,0,113,0
XM_015816523.2,3,1,1,1
XM_015816524.1,6,2,208,10
XM_015816525.1,0,0,0,0
