target_id,Pm_1_f,Pm_2_f,Pm_3_m,Pm_4_f
XM_015827470.2,0,0,74,0
XM_015827472.1,3,0,569,5
XM_015827473.2,3830,0,4,3
XM_015827474.1,0,0,1,0
XM_015827475.1,0,0,771,0
XM_015827476.1,0,0,0,0
XM_015827477.1,261.666,6,5451.18,693.621
XM_015827478.2,0,0,0,0
XM_015827479.1,321.844,22.6178,39673.1,34335.7
XM_015827480.1,0,0,0,0
XM_015827481.1,0,0,0,0
XM_015827482.2,0,0,0,0
XM_015827483.1,0,0,0,0
XM_015827484.1,0,0,29,0
XM_015827485.1,0,0,0,0
XM_015827487.1,0,0,0,0
XM_015827489.1,0,4,991,7
XM_015827490.1,0,0,5,0
XM_015827491.1,0,0,0,0
XM_015827492.1,157,91.7943,29420.9,53339.5
XM_015827493.1,0,0,0,0
XM_015827494.1,0,0,0,0
XM_015827495.1,0,0,0,0
XM_015827496.1,0,0,0,0
XM_015827497.1,0,0,0,0
XM_015827498.1,0,0,0,0
XM_015827499.1,0,0,0,0
XM_015827501.1,0,0,0,0
XM_015827502.1,1,1,0,1
XM_015827504.1,0,0,0,0
XM_015827505.1,0,0,0,0
XM_015827506.1,0,0,0,0
XM_015827507.1,3326.36,2,8566.14,155.959
XM_015827508.2,0,0,0,0
XM_015827509.2,0,0,0,0
XM_015827510.1,0,0,2,0
XM_015827511.1,0,0,0,0
XM_015827512.1,0,0,0,0
XM_015827513.2,0,0,0,0
XM_015827514.1,0,0,0,0
XM_015827515.1,0,0,0,0
XM_015827516.1,0,0,0,0
XM_015827517.1,0,0,592,3566
XM_015827518.1,0,0,0,0
XM_015827519.1,0,2,3063,1
XM_015827521.1,0,0,0,0
XM_015827522.1,0,0,0,0
XM_015827523.2,28,29,2354,16108
XM_015827524.1,0,0,5.18E-07,0
XM_015827525.1,0,0,0,0
XM_015827527.1,0,0,0,0
XM_015827528.1,0,0,0,0
XM_015827529.1,0,0,0,0
XM_015827530.1,0,0,0,0
XM_015827531.1,0,0,0,0
XM_015827533.1,0,0,1,0
XM_015827535.1,0,0,0,1
XM_015827536.1,0.5,2,10219,4
XM_015827537.1,5,6,3211,5
XM_015827538.2,1,1,398.738,0
XM_015827539.1,0,0,0,0
XM_015827540.1,1,6,2787,11.43
XM_015827541.1,2482,2,1086,18
XM_015827542.1,0.5,0,0,4
XM_015827543.1,0,0,0,0
XM_015827544.2,1,3,8,3548
XM_015827545.1,0,0,0,0
XM_015827546.1,0,0,0,0
XM_015827547.1,0,0,0,0
XM_015827548.1,4008,1,1884,5
XM_015827550.1,1,3,943,2
XM_015827551.1,0,0,0,0
XM_015827552.2,1,0,0,1
XM_015827553.2,8,0,1,0
XM_015827554.2,3,1,5276,3
XM_015827555.2,0,0,0,0
XM_015827557.1,0,0,0,1
XM_015827558.2,0,0,0,0
XM_015827561.1,215.416,2.01886,2620.82,5182.49
XM_015827562.1,362.24,35.5426,4655.88,13790.7
XM_015827563.1,0,0,0,0
XM_015827564.1,2,5,4196,400
XM_015827565.1,0,0,0,0
XM_015827566.1,6.43999,2,2558.8,18146
XM_015827567.1,7,1,1334,11653
XM_015827568.1,0,0,1,1
XM_015827569.1,0,0,0,0
XM_015827570.2,0,0,224,0
XM_015827571.1,0,0,0,2
XM_015827574.1,0,0,0,0
XM_015827575.1,0,2,9,9
XM_015827577.1,0,0,0,0
XM_015827578.1,8,2,2126,1019
XM_015827579.2,1,0,2,1
XM_015827580.1,0,0,0,0
XM_015827581.1,0,0,0,0
XM_015827582.1,4,3,6,9
XM_015827583.1,0,0,0,0
XM_015827584.1,0,0,0,0
XM_015827585.1,0,0,0,10.405
XM_015827586.1,0,0,2,0
XM_015827587.1,1,2,0,1
XM_015827590.1,0,0,0,0
XM_015827591.1,0,0,0,0
XM_015827592.1,0,0,0,0
XM_015827593.1,0,0,0,0
XM_015827594.1,0,0,0,0
XM_015827595.2,4,1,5,7943
XM_015827596.1,0,0,0,0
XM_015827597.2,0,0,0,0
XM_015827598.1,0,0,161.795,0
XM_015827599.1,2,3,4475.21,9645
XM_015827600.1,0,0,0,0
XM_015827601.1,2,1,1104,0
XM_015827603.1,2,1,1,2255
XM_015827604.1,5,5,1736,7
XM_015827605.1,0,0,4174.03,4859
XM_015827606.1,1,0,868,0
XM_015827607.1,0,0,4.69E-07,16438
XM_015827608.1,0.054259,0,0.0350149,0
XM_015827609.1,1,4,82,9.01826
XM_015827610.1,0,0,0,0
XM_015827611.1,0,0,1,0
XM_015827612.1,0,0,0,0
XM_015827613.1,2,0,762,8
XM_015827614.1,0,0,607.858,1
XM_015827615.1,0,0,0,0
XM_015827616.1,0.298621,0,0.166989,0
XM_015827617.1,1.64712,2,0.797996,253.595
XM_015827618.1,0,0,2,0
XM_015827619.1,0,0,1109,2
XM_015827620.1,1,0,299,1
XM_015827621.1,0,0,706.468,0
XM_015827622.1,3,1,87,0
XM_015827623.1,0,0,0,0
XM_015827624.1,0,0,0,0
XM_015827625.1,0,0,2003.83,2.5
XM_015827626.1,6,3,257,15892
XM_015827627.1,0,0,0,2.5
XM_015827629.1,1,1,2792,1
XM_015827630.1,0,1,1609,2
XM_015827631.1,0,1,165,17
XM_015827632.1,0,0,2,0
XM_015827634.1,0,0,0,0
XM_015827635.1,0,0,0,0
XM_015827636.1,0,0,0,0
XM_015827637.1,0,1,2558,0
XM_015827638.1,0,0,0,0
XM_015827640.1,0,0,0,0
XM_015827642.2,10,4,926,1
XM_015827643.1,0,0,1,0
XM_015827644.1,0,0,0,0
XM_015827645.1,0,0,0,2
XM_015827646.2,0,0,0,0
XM_015827648.1,0,1,0,0
XM_015827649.1,1,1,34,0
XM_015827650.1,0,0,1,0
XM_015827651.1,0,0,5,0
XM_015827652.1,0,0,0,0
XM_015827654.1,8.06792,8,1,9.46194
XM_015827657.1,4,7,596,1359
XM_015827658.1,993.883,17.4312,12927.1,20321.9
XM_015827659.2,1680.4,2.10335,12498.9,16.9615
XM_015827660.2,3.00002,1,574.005,6.00037
XM_015827661.1,8,2,2015,9
XM_015827662.1,5862,2,11124,6
XM_015827664.1,0,0,0,2
XM_015827665.1,0,0,0,0
XM_015827666.1,0,0,0,1
XM_015827667.1,0,1,5448,3
XM_015827668.1,0,0,0,0
XM_015827669.1,0,0,0,0
XM_015827670.1,0,0,0,0
XM_015827673.2,75418.4,104.525,143617,97301.3
XM_015827674.1,0,0,0,0
XM_015827675.1,0,0,704.979,1
XM_015827677.2,0,0,27.0214,0
XM_015827678.2,0,0,0,0
XM_015827679.1,4,3,3548,6
XM_015827680.1,0,0,0,0
XM_015827682.1,0,0,3.60153,0
XM_015827683.1,0,0,0,0
XM_015827685.2,0,0,0,0
XM_015827687.1,1,1,409,1
XM_015827688.1,0,0,0,0
XM_015827689.1,0,0,0,0
XM_015827691.1,0.609726,0,373.895,0
XM_015827692.1,0,2,5001,2
XM_015827693.1,0,0,1,0
XM_015827694.1,0,0,0,0
XM_015827695.1,0,0,0,0
XM_015827697.1,0,0,0,0.991024
XM_015827698.1,0,0,87,0.00897554
XM_015827699.1,0,0,0,0
XM_015827700.1,0,0,0,0
XM_015827701.1,1,0,1,1148.67
XM_015827702.2,0,0,0,0
XM_015827703.1,6,12,12,9
XM_015827704.1,0,0,0,0
XM_015827706.1,0,1.62E-08,5479,0
XM_015827707.2,0,0,0,0
XM_015827708.2,205.798,0.377936,2323.63,6.93649
XM_015827709.2,11067.2,2.62206,7.40147,7.06351
XM_015827710.2,0,0,0,0
XM_015827711.2,0,0,0,0
XM_015827712.1,0,0,0,0
XM_015827713.1,0,0,2,0
XM_015827715.2,0,0,0,0
XM_015827716.1,0,0,0,0
XM_015827717.1,0,0,0,0
XM_015827719.1,0,0,0,0
XM_015827722.1,0,0,0,0
XM_015827723.1,92.7225,8,185.425,2174.56
XM_015827724.1,1333.9,0,4274.88,20768.8
XM_015827725.1,0,0,0,0
XM_015827726.1,185,18,15169,5376
XM_015827727.1,1,0,0,0
XM_015827728.1,0,0,2,2
XM_015827729.1,0,0,0,0
XM_015827730.1,0,0,0,0
XM_015827731.1,0,0,0,0
XM_015827733.1,0,0,0,0
XM_015827734.1,0,0,0,0
XM_015827736.1,0,0,0,0
XM_015827737.1,0,0,0,0
XM_015827739.1,0,0,109,1
XM_015827741.1,8517,10,6360,2345
XM_015827742.1,0,0,0,0
XM_015827744.1,0,1,906,2054
XM_015827745.1,850,1,2,5
XM_015827748.1,0,0,0,0
XM_015827749.2,0,0,1,0
XM_015827750.1,0,0,0,0
XM_015827751.1,0,0,36,645.999
XM_015827752.1,8,9,9657,12114
XM_015827754.1,0,3,1870.91,2
XM_015827755.1,0,0,0,0
XM_015827756.1,0,0,0,0
XM_015827757.1,1,3,0,2
XM_015827758.2,2,1,2069.98,3
XM_015827759.2,0,0,0,0
XM_015827760.2,0,0,0,0
XM_015827763.1,0,0,0,0
XM_015827765.1,0,0,70,0
XM_015827766.1,0,0,0,0
XM_015827767.1,1,1,1657,2
XM_015827768.1,1,0,1,0
XM_015827769.1,0,0,0,0
XM_015827770.1,1716.67,6,3165.81,11666.2
XM_015827771.1,0,0,0,0
XM_015827772.1,0,0,0,0
XM_015827773.1,4,1,3158.28,7754
XM_015827774.1,0,0,0,0
XM_015827775.1,0,0,0,0
XM_015827776.1,0,0,0,0
XM_015827777.1,0,1,0,0
XM_015827778.1,1,2,0,6
XM_015827779.1,1,1,0,0
XM_015827780.1,0,0,0,0
XM_015827781.1,1,1,2205.78,9689.2
XM_015827782.1,0,0,0,0
XM_015827783.1,4,3,7909,6458
XM_015827784.1,3807.72,0,0,0.438836
XM_015827785.2,1972.02,0,5,1874.92
XM_015827786.1,8.26494,4,0,8.63792
XM_015827787.2,2,1,92,967
XM_015827788.1,0,0,0,0
XM_015827789.1,1,0,0,0
XM_015827790.1,0,0,0,0
XM_015827792.1,0,0,0,0
XM_015827793.1,4,0,1,75
XM_015827794.1,3,2,0,9902
XM_015827795.1,0,0,0,0
XM_015827796.1,0,0,0,0
XM_015827798.1,0,1,2,0
XM_015827801.1,0,0,3,0
XM_015827802.1,6,4,2683,17940
XM_015827803.1,0,0,0,0
XM_015827804.1,0,0,0,0
XM_015827805.1,0,0,0,0
XM_015827809.1,1,0,1,1
XM_015827810.1,0,0,0,0
XM_015827811.1,0,0,0,0
XM_015827812.1,0,0,0,0
XM_015827813.1,31.9781,12.4763,136.953,274.38
XM_015827814.2,1683.02,16.5237,28995,36758.6
XM_015827815.1,1,2,1,4
XM_015827816.1,0,0,0,0
XM_015827817.1,0,0,0,0
XM_015827818.1,0,0,219,0
XM_015827819.1,0,0,1,0
XM_015827821.1,0,1,1125,0
XM_015827822.1,240,0,180,2
XM_015827823.1,0,0,0,0
XM_015827824.1,0,0,0,1
XM_015827825.1,283.358,1.58858,3361.62,10
XM_015827826.2,2.19019,1.10137,9.69586,7867.76
XM_015827828.1,0,0,0,0
XM_015827829.1,0,0,882,2664
XM_015827832.1,363,17,23513,18534
XM_015827835.1,0,0,0,0
XM_015827837.1,0,1,0,1
XM_015827839.1,0,0,0,0
XM_015827840.1,0,0,0,0
XM_015827842.1,0,0,0,0
XM_015827843.1,0,1,1,1
XM_015827844.1,0,0,0,0
XM_015827845.1,0,0,2541.88,3.72774
XM_015827847.1,1,0,0,1
XM_015827848.1,0,1.46425,100.139,0
XM_015827849.1,1,3.53575,9205.98,5.27226
XM_015827851.1,2.31064,2.58561,7.51735,0
XM_015827852.1,0,0,0,0
XM_015827854.1,0,0,233.9,0
XM_015827855.1,0,0,0,0
XM_015827856.1,0,0,0,0
XM_015827857.1,3,1,34,7664
XM_015827858.2,0,0,0,0
XM_015827859.1,0,0,0,0
XM_015827860.1,5,7,1906,5
XM_015827862.1,0,0,0,0
XM_015827863.1,8,0,1667.63,1.16E-05
XM_015827864.1,0,0,0,0
XM_015827865.1,0,0,0,0
XM_015827866.2,0,0,0,0
XM_015827867.1,0,8,4786.37,358
XM_015827870.1,0,0,0,0
XM_015827873.1,0,0,0,0
XM_015827874.1,3,0,121,1
XM_015827876.1,0,0,0,0
XM_015827877.1,0,0,0,0
XM_015827878.1,0,0,0,0
XM_015827879.2,0,1,2182,0
XM_015827880.1,0,0,0,0
XM_015827883.1,29.0186,1.00025,344.895,1172.83
XM_015827884.1,0,0,0,1
XM_015827885.1,0,0,0,0
XM_015827886.1,0,0,384,0
XM_015827887.1,0,0,0,0
XM_015827888.1,0,0,312.228,0
XM_015827890.1,0,0,2,0
XM_015827891.1,0,0,1,0
XM_015827892.1,0,0,0,0
XM_015827895.1,0,0,0,3
XM_015827896.1,1,0,1.01615,0
XM_015827899.1,0,0,3,0
XM_015827900.1,6,2,4,52
XM_015827902.1,1445,5,3441,1021
XM_015827903.1,0,0,0,0
XM_015827904.1,0,0,0,0
XM_015827905.1,0,0,0,0
XM_015827906.1,0,7.30E-07,1097.95,1
XM_015827907.1,0,1,19,3
XM_015827908.1,7,3,5916,8374
XM_015827909.1,11,0,4100,14257
XM_015827911.1,0,0,0,0
XM_015827912.2,2580.58,14.9664,9029.03,6600.42
XM_015827913.1,0,1,3437,1
XM_015827914.2,0,0,0,0
XM_015827915.1,0,0,0,0
XM_015827916.1,0,0,0,0
XM_015827917.1,0,0,0,0
XM_015827918.1,0,0,0,0
XM_015827919.1,0,0,0,0
XM_015827921.1,1,0,400.561,2955.42
XM_015827922.2,0,3,0,0
XM_015827923.1,0,2,1585,1
XM_015827925.1,0,0,788.438,21.2691
XM_015827929.1,0,0,0,0
XM_015827930.1,1729.67,0,45.9611,0
XM_015827931.1,0,0,8.29004,0
XM_015827932.1,2,1,1,1
XM_015827933.1,0,0,98.71,1
XM_015827934.2,0,0,0,0
XM_015827935.1,0,1,758.484,6
XM_015827936.1,0,0,1,0
XM_015827937.1,0,0,0,0
XM_015827938.1,0,0,0,0
XM_015827940.1,0,0,0,0
XM_015827941.1,0,0,0,5
XM_015827942.2,0,1,2,0
XM_015827943.1,36,0,9,14
XM_015827944.1,0,0,0,0
XM_015827945.1,0,0,6,0
XM_015827946.2,2,4,7,6
XM_015827947.1,2,0,1,2
XM_015827948.1,1,0,25,1
XM_015827949.1,2,1,0,0
XM_015827950.1,0,0,0,0
XM_015827957.1,2,2,181,3915
XM_015827959.1,0,0,0,0
XM_015827960.1,0,3,902,2214
XM_015827961.1,0,0,0,0
XM_015827962.2,1,0,4.98701,6915.12
XM_015827963.2,0,0,0,0
XM_015827964.1,1,0,1,0
XM_015827965.1,8,4,183.47,17738
XM_015827966.1,0,0,0,0
XM_015827967.2,1,0,154,0
XM_015827968.1,0,0,0,1
XM_015827969.1,0,0,0,0
XM_015827970.2,83.8432,1.75E-06,1019.76,0
XM_015827971.2,8305.16,11,15837.2,17
XM_015827972.1,3,0,1276,1
XM_015827975.1,0,0,0,0
XM_015827976.1,2,1,634,105
XM_015827977.1,4,2,5253.96,1654.24
XM_015827978.1,0,0,0,0
XM_015827980.1,2,0,355.174,0
XM_015827981.1,1,0,1639,7
XM_015827983.1,1,0,1,0
XM_015827984.1,1,0,4,2
XM_015827985.1,0,0,0,0
XM_015827986.1,0,1,1,1
XM_015827987.1,0,0,0,0
XM_015827988.1,0,0,0,0
XM_015827989.1,15.0799,0,4607,30.122
XM_015827990.1,538.92,2,0,159.878
XM_015827992.1,0,0,0,0
XM_015827994.1,0,0,0,1
XM_015827995.1,0,0,0,0
XM_015827997.1,0,0,53,0
XM_015828000.1,1,1,1,1
XM_015828002.1,13891.4,11.6226,4604.07,199.77
XM_015828003.1,0,0,0,0
XM_015828004.1,0,0,0,1
XM_015828005.2,52,22,9524,22663
XM_015828007.1,0,0,0,0
XM_015828008.1,0,0,1,0
XM_015828009.1,2,0,5,1
XM_015828010.2,0,0,0,0
XM_015828011.1,51,39,7914,24073
XM_015828012.1,0,0,1548,1
XM_015828013.1,6,2,1135.47,254
XM_015828014.1,0,0,1,0
XM_015828015.2,0,0,0,0
XM_015828016.1,0,0,2.14451,0
XM_015828018.1,0,1,97,0
XM_015828019.1,0,0,0,0
XM_015828020.1,0,0,0,0
XM_015828021.1,0,1,1800,2
XM_015828022.2,0,0,1,0
XM_015828024.1,0,0,0,0
XM_015828025.1,0,0,0,0
XM_015828026.1,0,0,0,0
XM_015828028.1,0,0,0,0
XM_015828029.1,0,0,0,0
XM_015828030.1,0,0,0,0
XM_015828031.1,2,2,425,2619
XM_015828032.1,2,3,3573,3
XM_015828033.1,212,13,25112,15397
XM_015828034.1,0,0,0,0
XM_015828037.2,6,1,2879,6
XM_015828038.1,0,0,0,0
XM_015828039.1,0,0,0,0
XM_015828041.1,0,0,0,0
XM_015828042.1,0,0,0,0
XM_015828043.1,15.0821,20.8168,3554.6,35266.1
XM_015828044.1,0,1,49,0
XM_015828045.2,0,2,3279,3
XM_015828046.1,0,0,0,0
XM_015828047.1,0,0,0,0
XM_015828048.1,0,0,0,0
XM_015828049.1,0,0,20.3832,0
XM_015828051.1,15,9,18558,36468
XM_015828052.1,0,0,0,0
XM_015828054.1,0,0,0,0
XM_015828056.1,0,0,0,0
XM_015828058.1,0,0,0,0
XM_015828059.2,0,1,1,3
XM_015828061.1,0,0,0,1
XM_015828062.2,3.62397,0,0,0
XM_015828063.1,0,0,0,0
XM_015828064.2,0,0,0,0
XM_015828065.1,0,0,0,0
XM_015828066.1,0,0,0,0
XM_015828067.1,0,0,0,0
XM_015828069.1,3838,7,7581,11311
XM_015828070.2,33003.1,17.6294,20688.8,16264.8
XM_015828071.1,1,0,0,0
XM_015828072.1,0,6,5343,12
XM_015828073.1,1,0,0,1
XM_015828074.1,0,1,3,0
XM_015828075.2,0,0,0,0
XM_015828076.1,0,0,1424,2
XM_015828077.2,17135.2,6.37064,8538.18,17947.2
XM_015828078.1,1,0,0,0
XM_015828079.1,0,1,972,2
XM_015828080.1,0,0,0,7
XM_015828081.1,1183,1,0,0
XM_015828083.1,0,0,0,0
XM_015828084.1,0,0,0,0
XM_015828085.1,0,0,0,0
XM_015828086.1,0,0,3,0
XM_015828087.1,0,0,0,0
XM_015828088.1,0,0,275,0
XM_015828089.1,0,0,0,0
XM_015828090.1,0,0,476,2
XM_015828091.1,0,0,0,0
XM_015828094.2,0,0,1,0
XM_015828095.1,0,0,0,0
XM_015828096.1,2,2,133,2
XM_015828097.2,0,0,0,0
XM_015828098.2,0,0,0,0
XM_015828099.1,17,9,124472,22
XM_015828100.1,0,0,0,0
XM_015828101.1,0,0,0,0
XM_015828102.2,0.000514185,0,1166.52,0
XM_015828103.1,2.99949,0,0,0
XM_015828104.1,0,0,1,2
XM_015828105.1,0,0,0,0
XM_015828106.1,0,0,0,0
XM_015828107.1,0,0,0,0
XM_015828108.1,0,0,0,0
XM_015828109.1,53,3,7,3
XM_015828112.1,0,0,0,0
XM_015828113.1,0,0,0,0
XM_015828115.1,5,9,4091,8248
XM_015828117.1,5,1,3843,4
XM_015828118.2,0,0,0,0
XM_015828119.1,0,0,0,0
XM_015828120.1,0,0,0,0
XM_015828122.1,1,1,0,0
XM_015828124.1,0,0,0,0
XM_015828125.1,0,0,77,0
XM_015828126.1,0,0,1.9463,0
XM_015828127.1,0,0,2.98E-06,0
XM_015828128.1,0,0,1.0537,1
XM_015828129.1,0,0,0,0
XM_015828130.1,2877,6,3585,17
XM_015828132.2,0,0,4,1
XM_015828133.2,0,0,0,0
XM_015828134.1,0,0,0,0
XM_015828135.1,0,0,4,0
XM_015828136.2,0,0,0,0
XM_015828137.1,0,0,0,2
XM_015828140.1,9,7,7413.85,1853
XM_015828141.1,0,0,0,0
XM_015828142.1,737,0,0,0
XM_015828143.2,1,1,1,0
XM_015828144.1,0,0,0,0
XM_015828145.1,0,0,0,0
XM_015828146.1,0,0,844.677,0
XM_015828147.1,0,0,13.2679,0
XM_015828148.1,0,0,0,0
XM_015828149.1,0,0,0,1
XM_015828150.2,0,0,0,0
XM_015828151.1,0,0,0,0
XM_015828152.1,0,0,0,0
XM_015828153.1,0,0,0,0
XM_015828154.1,0,1,1,0
XM_015828155.1,0,0,131,0
XM_015828156.1,0,0,0,0
XM_015828157.1,0,1,1557.25,1.00138
XM_015828158.1,1,0,913.672,2
XM_015828160.2,6003,1,993,1
XM_015828161.1,0,0,0,0
XM_015828163.1,1,0,913,1
XM_015828164.2,0,0,0,0
XM_015828165.1,0,0,0,0
XM_015828166.1,1,0,0,0
XM_015828167.2,0,0,0,0
XM_015828169.1,0,0,0,0
XM_015828170.1,0,0,0,0
XM_015828171.1,0,0,0,0
XM_015828172.1,0,0,0,0
XM_015828173.1,0,1,0,0
XM_015828175.1,5,2,4106,7546
XM_015828176.2,0,0,0,0
XM_015828177.1,0,0,0,0
XM_015828178.1,0,0,0,0
XM_015828179.1,0,0,0,0
XM_015828180.1,0,0,0,0
XM_015828184.1,1,0,0,0
XM_015828186.1,0,0,0,0
XM_015828187.1,0,0,1,0
XM_015828188.1,7,5,2997,7282.16
XM_015828189.1,0,0,0,0
XM_015828190.1,0,0,0,0
XM_015828192.2,0,0,0,0
XM_015828193.1,1688.75,6.48549,6269.82,1720.33
XM_015828195.1,3,0,112,5
XM_015828196.1,5,1,7749,7
XM_015828197.1,0,0,0,0
XM_015828199.1,8,9,10991,17
XM_015828202.2,0,0,155.595,9.19484
XM_015828204.1,0,0,0,0
XM_015828205.1,0,0,0,0
XM_015828206.1,4,6.70575,974.786,543.615
XM_015828207.2,0,0,0,1
XM_015828208.1,0,0,0,0
XM_015828209.1,0,0,1,0
XM_015828210.1,1,2,1079,0
XM_015828211.1,1,0,1,2.00077
XM_015828212.1,0,0,0,0
XM_015828213.1,0,0,0,0
XM_015828214.1,0,0,64,0
XM_015828215.1,0,0,0,0
XM_015828216.1,0,0,0,1
XM_015828217.1,2,0,5.36219,0
XM_015828220.1,0,0,86,1
XM_015828221.2,0,0,0,0
XM_015828222.1,5670,3,1423.2,8
XM_015828223.1,0,0,0,0
XM_015828224.1,0,1,0,1
XM_015828225.2,2.1312,0,289.685,830.025
XM_015828226.2,0,0,6.39762,0
XM_015828227.2,1,0,0,1
XM_015828228.1,0,0,0,0
XM_015828229.1,531.617,1.9817,1530.46,0
XM_015828230.1,0,0,0,0
XM_015828231.1,0,0,0,0
XM_015828232.1,0,0,0,0
XM_015828233.2,0,0,0,0
XM_015828235.2,0,0,1,1
XM_015828237.1,0,0,0,0
XM_015828239.1,0,0,0,0
XM_015828240.1,0,0,0,0
XM_015828242.1,0,0,0,0
XM_015828243.1,0,0,0,0
XM_015828244.1,0,0,0,0
XM_015828245.2,0,0,0,0
XM_015828246.2,0,0,0,0
XM_015828247.1,0,0,0,0
XM_015828248.1,489.947,711.992,8084.83,323.774
XM_015828249.1,0,0,0,0
XM_015828250.1,0,0,0,0
XM_015828251.1,0,0,0,0
XM_015828252.1,0,0,0,0
XM_015828254.1,1929.14,1,2.03053,2583.01
XM_015828255.1,0,0,0,0
XM_015828256.1,0,0,0,0
XM_015828257.1,0,0,0,0
XM_015828258.1,0,0,0,0
XM_015828259.1,1,3,0,1
XM_015828260.1,0,0,68,1
XM_015828263.1,2,0,10.0019,4
XM_015828264.1,0,0,0,0
XM_015828265.1,0,1,1,1
XM_015828266.1,1,0,10,0
XM_015828267.1,0,0,0,0
XM_015828268.1,0,0,0,0
XM_015828269.1,0,2,0,2
XM_015828270.1,0,0,0,0
XM_015828271.1,0,0,43,0
XM_015828272.1,0,0,0,0
XM_015828273.1,0,0,0,0
XM_015828274.1,0,0,0,0
XM_015828275.1,6,12,364,12158
XM_015828276.1,2,0,38,0
XM_015828277.1,0,1,0,0
XM_015828278.1,0,0,0,0
XM_015828279.1,4,4,1134,0
XM_015828280.2,2,3,4,4
XM_015828281.1,22,1,1,0
XM_015828282.1,1,0,1,0
XM_015828283.1,0,0,0,0
XM_015828284.1,13823,2,110,5
XM_015828287.1,2,4,1880,10
XM_015828288.1,0,0,1,0
XM_015828289.1,0,0,0,0
XM_015828290.1,0,0,0,1
XM_015828291.1,0,0,0,0
XM_015828292.2,0,0,0,0
XM_015828294.1,0,0,0,0
XM_015828295.1,0,0,0,0
XM_015828296.1,0,0,0,1
XM_015828297.1,0,0,0,0
XM_015828298.1,0,2,1,1
XM_015828299.1,0,0,1684.96,2
XM_015828301.1,0,0,0,0
XM_015828303.1,0,0,17.7664,0
XM_015828306.1,0,0,0,0
XM_015828308.1,0,0,0,0
XM_015828309.1,0,0,0,0
XM_015828310.1,0,0,0,0
XM_015828311.2,0,0,0,0
XM_015828312.1,2,0,4093,4
XM_015828313.1,0,0,0,0
XM_015828314.1,0,0,0,0
XM_015828315.1,0.733459,0,0,0
XM_015828316.2,0,0,0,0
XM_015828317.1,0.266541,0,0,0
XM_015828318.1,1.25E-08,2.84E-05,0,5.21E-08
XM_015828319.1,0,0,0,0
XM_015828320.1,0,0,14,0
XM_015828321.1,1,0,0,0
XM_015828323.1,0,0,0,0
XM_015828324.1,0,0,190,2
XM_015828325.1,4.67E-08,5.47E-05,0,2.00E-07
XM_015828326.1,0,0,0,0
XM_015828327.2,0,0,6,1
XM_015828328.1,5,3.42882,6461.64,3205.64
XM_015828329.1,1,0,2,1
XM_015828330.1,0,0,21,0
XM_015828331.1,13.5584,11.4799,8428.6,14454.2
XM_015828332.1,0.00184147,0.010517,0.000606863,0.00984582
XM_015828333.1,0,0,0,0
XM_015828334.1,0,1,0,1
XM_015828335.2,0,0,0,0
XM_015828336.1,0,0,0,0
XM_015828337.1,0,1,0,0
XM_015828339.1,0.00695464,0.0203514,0,0.0382385
XM_015828340.1,0,3,335,2876
XM_015828341.1,0,0,0,0
XM_015828342.1,0,0,0,2206
XM_015828343.1,0,0,3.43006,0
XM_015828344.1,0,0,0,0
XM_015828346.1,0,0,0,128.653
XM_015828347.1,1154.99,7.96905,123.999,8177.95
XM_015828349.1,0,0,0,1
XM_015828350.1,0,0,0,0
XM_015828352.1,0,0,0,0
XM_015828353.1,0,0,0,0
XM_015828354.1,0,0,0,0
XM_015828355.1,1,0,1,1637
XM_015828356.1,0,0,0,0
XM_015828357.1,0,0,0,1
XM_015828359.1,0,0,555,0
XM_015828361.1,0,0,1.1563,0
XM_015828362.1,2,3,3145.84,7882
XM_015828363.2,2.3967,1,3009.59,2
XM_015828364.1,8,6,2535,13759
XM_015828365.1,0,0,0,0
XM_015828366.1,0,0,0,0
XM_015828367.1,0,0,0,0
XM_015828368.2,0,0,0,1.02596
XM_015828369.1,2,5,101,16088
XM_015828370.1,0,0,0,0
XM_015828371.1,0,1,0,0
XM_015828372.1,0,0,0,0
XM_015828373.1,0,0,0,0
XM_015828374.2,0,0,0,0
XM_015828375.1,1,0,1,0
XM_015828376.1,0,4,6.19774,3371
XM_015828378.1,4,0,2725,9
XM_015828379.2,0,0,0,0
XM_015828380.1,0,0,0,0
XM_015828381.1,31,0,2964,50
XM_015828382.1,5.16E-06,0.00734124,354.907,0
XM_015828383.1,0,0,0,0
XM_015828384.1,0,0,1.10955,0
XM_015828385.1,0,0,1,1
XM_015828386.1,0,0,0,0
XM_015828387.2,0,0,1,1
XM_015828388.1,0,0,0,0
XM_015828389.1,0,0,0,0
XM_015828390.1,0,0,0,0
XM_015828391.1,0,0,0,0
XM_015828392.1,0,0,0,0
XM_015828393.1,0,0,0,0
XM_015828394.1,0,0,0,0
XM_015828395.1,0,0,0,0
XM_015828398.1,1,1,2,2
XM_015828399.1,0,0,42.2262,1
XM_015828400.1,0,0,0,0
XM_015828401.1,151,6,6679,1330
XM_015828402.1,0,0,0,0
XM_015828403.1,0,0,0,0
XM_015828404.1,0,0,0,0
XM_015828405.1,1,0,0,0
XM_015828406.1,0,0,0,0
XM_015828407.1,0,0,1,0
XM_015828408.1,0,0,0,1
XM_015828409.1,1,2,613,4
XM_015828411.2,0,0,2,0
XM_015828412.1,2945.49,1.8936,2064,0
